,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
21,21,Image of Cassette Player,Cassette Player,2988,Polaroid camera,732,0.1771626,tape player,848,0.085750714,cassette player,482,0.046802092,CD player,485,0.03728816,radio,754,0.031294372,cassette,481,0.024033252,projector,745,0.010911301,loudspeaker,632,0.0043724934,home theater,598,0.003921943,reflex camera,759,0.0036209745
22,22,Image of Cassette Player,Cassette Player,9837,cassette player,482,0.18105403,tape player,848,0.1231529,radio,754,0.10307621,cassette,481,0.086533226,CD player,485,0.057232462,sewing machine,786,0.002858302,digital clock,530,0.0026843648,printer,742,0.0023519064,loudspeaker,632,0.0020922439,analog clock,409,0.0013464541
23,23,Image of Cassette Player,Cassette Player,1245,tape player,848,0.2994818,cassette player,482,0.18491521,cassette,481,0.02696285,CD player,485,0.016885081,radio,754,0.008875786,Polaroid camera,732,0.008306212,digital clock,530,0.008023363,stopwatch,826,0.0069152447,hand-held computer,590,0.0044188886,digital watch,531,0.003354631
24,24,Image of Cassette Player,Cassette Player,6897,CD player,485,0.1964544,tape player,848,0.124966346,cassette player,482,0.09123697,radio,754,0.067288965,cassette,481,0.05108302,loudspeaker,632,0.0026760716,mailbox,637,0.0024377995,home theater,598,0.0018648542,digital clock,530,0.0018416153,television,851,0.001595413
25,25,Image of Cassette Player,Cassette Player,2952,tape player,848,0.11192621,CD player,485,0.11029914,cassette player,482,0.0958461,radio,754,0.061148055,cassette,481,0.018498681,digital clock,530,0.0037066457,loudspeaker,632,0.0025080098,analog clock,409,0.0024132645,briard,226,0.0017083432,home theater,598,0.0016944393
26,26,Image of Cassette Player,Cassette Player,5071,tape player,848,0.28514314,cassette player,482,0.1569985,CD player,485,0.051541466,cassette,481,0.045317687,radio,754,0.013973881,digital clock,530,0.007095385,desktop computer,527,0.0067534293,hard disc,592,0.005623831,digital watch,531,0.0036341539,notebook,681,0.0029605126
27,27,Image of Cassette Player,Cassette Player,4469,tape player,848,0.32659575,cassette player,482,0.1579274,space bar,810,0.03288783,cash machine,480,0.028768588,typewriter keyboard,878,0.022047693,CD player,485,0.021328952,radio,754,0.020604236,printer,742,0.019706108,cassette,481,0.019105207,sewing machine,786,0.007305196
28,28,Image of Cassette Player,Cassette Player,3360,CD player,485,0.39769074,radio,754,0.10460583,tape player,848,0.085983746,cassette player,482,0.055878587,desktop computer,527,0.017994002,loudspeaker,632,0.01706554,cassette,481,0.008605268,hard disc,592,0.0031989592,home theater,598,0.002983218,analog clock,409,0.002854851
29,29,Image of Cassette Player,Cassette Player,6974,tape player,848,0.23474014,cassette player,482,0.17997396,CD player,485,0.03750293,radio,754,0.03170467,cassette,481,0.018798564,television,851,0.014991502,entertainment center,548,0.011280686,digital clock,530,0.007914788,home theater,598,0.006409255,loudspeaker,632,0.0063558817
30,30,Image of Cassette Player,Cassette Player,1547,tape player,848,0.12135458,cassette player,482,0.10490542,radio,754,0.06565088,CD player,485,0.061483853,cassette,481,0.037561823,jeep,609,0.010920451,digital clock,530,0.004636121,loudspeaker,632,0.004153452,analog clock,409,0.0037999947,barometer,426,0.002908155
31,31,Image of Cassette Player,Cassette Player,8395,tape player,848,0.14807162,cassette player,482,0.12882598,cassette,481,0.07604133,CD player,485,0.03172557,wallet,893,0.026126225,radio,754,0.025864199,desktop computer,527,0.0083578145,loudspeaker,632,0.0068496712,iPod,605,0.005844781,switch,844,0.0049955184
32,32,Image of Cassette Player,Cassette Player,1800,tape player,848,0.19941968,cassette player,482,0.16405068,entertainment center,548,0.12911771,radio,754,0.050021704,home theater,598,0.03729269,cassette,481,0.030880421,CD player,485,0.02857566,loudspeaker,632,0.017530223,television,851,0.014742224,monitor,664,0.008832685
33,33,Image of Cassette Player,Cassette Player,9244,tape player,848,0.27142268,cassette player,482,0.16010778,CD player,485,0.066900894,radio,754,0.027888255,cassette,481,0.016344124,switch,844,0.0038719876,digital clock,530,0.0033750406,analog clock,409,0.0028876318,reflex camera,759,0.0017233212,modem,662,0.0017143114
34,34,Image of Cassette Player,Cassette Player,8588,CD player,485,0.13354822,radio,754,0.1252515,cassette player,482,0.09829575,tape player,848,0.09494905,cassette,481,0.030300606,Polaroid camera,732,0.024766,projector,745,0.008057869,loudspeaker,632,0.006226005,digital clock,530,0.00247094,cellular telephone,487,0.0020040334
35,35,Image of Cassette Player,Cassette Player,9801,cassette player,482,0.21250086,tape player,848,0.17308074,cassette,481,0.06213011,iPod,605,0.06133817,radio,754,0.060842287,CD player,485,0.042410992,digital clock,530,0.015059092,projector,745,0.004467414,carton,478,0.004289567,washer,897,0.0035118312
36,36,Image of Cassette Player,Cassette Player,3004,tape player,848,0.31292784,cassette player,482,0.12671101,loudspeaker,632,0.021726511,cassette,481,0.020530725,radio,754,0.019240307,CD player,485,0.018635726,entertainment center,548,0.016934289,cash machine,480,0.015490933,Polaroid camera,732,0.012216447,television,851,0.0073120412
37,37,Image of Cassette Player,Cassette Player,3060,CD player,485,0.41713175,tape player,848,0.08903874,cassette player,482,0.05717076,radio,754,0.027285183,cassette,481,0.011407527,modem,662,0.0041537513,hard disc,592,0.0036339913,home theater,598,0.003083284,desktop computer,527,0.002786926,television,851,0.0024815295
38,38,Image of Cassette Player,Cassette Player,9240,CD player,485,0.113477975,radio,754,0.10988959,tape player,848,0.100413606,cassette player,482,0.05538543,safe,771,0.025651826,cassette,481,0.023964731,Polaroid camera,732,0.01965776,loudspeaker,632,0.012185897,home theater,598,0.011321522,projector,745,0.0072643645
39,39,Image of Cassette Player,Cassette Player,9657,cassette player,482,0.16578646,tape player,848,0.16409361,cassette,481,0.07418231,CD player,485,0.052571613,printer,742,0.017817015,radio,754,0.014551941,digital clock,530,0.0056447224,photocopier,713,0.005264039,projector,745,0.002614146,microwave,651,0.0024786508
40,40,Image of Cassette Player,Cassette Player,8822,tape player,848,0.19414666,cassette player,482,0.12413979,CD player,485,0.11261857,radio,754,0.04852621,cassette,481,0.042492546,desktop computer,527,0.008484854,loudspeaker,632,0.0049034636,cellular telephone,487,0.003674139,Polaroid camera,732,0.003173941,projector,745,0.0023711447
41,41,Image of Cassette Player,Cassette Player,9272,tape player,848,0.22662006,cassette player,482,0.15429965,cassette,481,0.0668789,CD player,485,0.041774526,digital clock,530,0.018923663,modem,662,0.018049315,radio,754,0.007839004,iPod,605,0.007732896,remote control,761,0.006625465,hard disc,592,0.0041207755
42,42,Image of Cassette Player,Cassette Player,8866,tape player,848,0.29907984,cassette player,482,0.1829224,CD player,485,0.091836974,radio,754,0.04041542,cassette,481,0.035220344,space heater,811,0.017289557,microwave,651,0.011329135,loudspeaker,632,0.009236781,laptop,620,0.0057236175,mobile home,660,0.004495624
43,43,Image of Cassette Player,Cassette Player,2764,CD player,485,0.22638963,tape player,848,0.16074915,cassette player,482,0.14015302,radio,754,0.083588175,cassette,481,0.020947734,television,851,0.0068884143,home theater,598,0.0053039845,loudspeaker,632,0.0049340674,entertainment center,548,0.0036713209,desktop computer,527,0.003595012
44,44,Image of Cassette Player,Cassette Player,9268,radio,754,0.17840452,tape player,848,0.14483431,cassette player,482,0.09752565,CD player,485,0.078542285,desktop computer,527,0.029863331,cassette,481,0.026162216,loudspeaker,632,0.0070469654,television,851,0.006626756,iPod,605,0.004091698,hard disc,592,0.0033202374
45,45,Image of Cassette Player,Cassette Player,5888,CD player,485,0.14116766,radio,754,0.08425523,oscilloscope,688,0.082330905,tape player,848,0.06741872,cassette player,482,0.036703736,screen,782,0.030044364,cash machine,480,0.02076524,monitor,664,0.013644204,digital clock,530,0.011673288,printer,742,0.010273091
46,46,Image of Cassette Player,Cassette Player,8356,tape player,848,0.19313657,cassette player,482,0.09950314,cassette,481,0.034384213,CD player,485,0.03427918,radio,754,0.028894413,printer,742,0.0243366,modem,662,0.018955288,hard disc,592,0.011310074,photocopier,713,0.010261361,iPod,605,0.010156403
47,47,Image of Cassette Player,Cassette Player,3844,tape player,848,0.17340264,CD player,485,0.119676396,radio,754,0.10275486,cassette player,482,0.08210333,cassette,481,0.031740107,loudspeaker,632,0.004422863,home theater,598,0.0033703153,digital clock,530,0.002461659,pot,738,0.0021152846,television,851,0.0021136685
48,48,Image of Cassette Player,Cassette Player,2345,CD player,485,0.15388781,tape player,848,0.10256903,cassette player,482,0.06409929,radio,754,0.056571253,cassette,481,0.039911307,Polaroid camera,732,0.03628832,projector,745,0.03040317,loudspeaker,632,0.017223066,printer,742,0.004549759,analog clock,409,0.004454674
49,49,Image of Cassette Player,Cassette Player,9490,tape player,848,0.30468377,cassette player,482,0.16611142,CD player,485,0.057238802,radio,754,0.020798692,cassette,481,0.019834364,desktop computer,527,0.017287618,mailbox,637,0.0077081285,loudspeaker,632,0.0072392486,cash machine,480,0.0042392784,iPod,605,0.0032960353
50,50,Image of Cassette Player,Cassette Player,6707,CD player,485,0.14266993,radio,754,0.12719168,tape player,848,0.086751625,cassette player,482,0.06717882,cassette,481,0.039874643,notebook,681,0.009573687,hard disc,592,0.008690568,projector,745,0.007820368,mailbox,637,0.006614625,loudspeaker,632,0.005745153
51,51,Image of Cassette Player,Cassette Player,3057,tape player,848,0.12687483,cassette player,482,0.1175431,radio,754,0.10990201,CD player,485,0.052108523,cassette,481,0.015316772,loudspeaker,632,0.014837281,digital clock,530,0.00592564,iPod,605,0.0050152354,analog clock,409,0.0033155621,window screen,904,0.003245965
52,52,Image of Cassette Player,Cassette Player,4676,tape player,848,0.34378505,cassette player,482,0.17873405,CD player,485,0.059576795,radio,754,0.021235833,cash machine,480,0.016703261,printer,742,0.014272076,cassette,481,0.01186946,photocopier,713,0.0070004812,loudspeaker,632,0.006397585,notebook,681,0.005958222
53,53,Image of Cassette Player,Cassette Player,5691,radio,754,0.34639475,CD player,485,0.052527715,tape player,848,0.036884498,cassette player,482,0.030087072,Polaroid camera,732,0.024461735,safe,771,0.015956648,cassette,481,0.0099018,loudspeaker,632,0.008734814,iPod,605,0.0046131397,cellular telephone,487,0.0042593284
54,54,Image of Cassette Player,Cassette Player,7600,tape player,848,0.11889008,CD player,485,0.1043179,cassette player,482,0.07320045,radio,754,0.038013943,cassette,481,0.03798629,switch,844,0.016025312,printer,742,0.013245103,projector,745,0.0072482685,iPod,605,0.0072469814,safe,771,0.0070335553
55,55,Image of Cassette Player,Cassette Player,4656,tape player,848,0.16562675,cassette player,482,0.1335938,CD player,485,0.1203772,radio,754,0.043330833,fire screen,556,0.026265709,loudspeaker,632,0.025560915,cassette,481,0.0072893775,window screen,904,0.004865867,cash machine,480,0.0036503042,desktop computer,527,0.003261201
56,56,Image of Cassette Player,Cassette Player,4785,tape player,848,0.20385635,cassette player,482,0.16592826,CD player,485,0.10415549,radio,754,0.021519234,photocopier,713,0.012726635,cassette,481,0.009500583,printer,742,0.009378241,cash machine,480,0.0074092806,desktop computer,527,0.004554132,television,851,0.004429587
57,57,Image of Cassette Player,Cassette Player,3956,tape player,848,0.14481148,cassette player,482,0.09778728,cassette,481,0.070281126,CD player,485,0.050498586,radio,754,0.04565005,Polaroid camera,732,0.021961061,home theater,598,0.0031590594,loudspeaker,632,0.0026244286,iPod,605,0.0018561376,reflex camera,759,0.0018181521
58,58,Image of Cassette Player,Cassette Player,9451,tape player,848,0.17962022,cassette player,482,0.14874442,CD player,485,0.11857395,radio,754,0.033620577,cassette,481,0.025477484,switch,844,0.015798515,modem,662,0.007855374,printer,742,0.005784072,mailbox,637,0.005180361,hard disc,592,0.004731525
59,59,Image of Cassette Player,Cassette Player,6788,CD player,485,0.22666067,radio,754,0.07054099,cassette player,482,0.067680284,tape player,848,0.061565503,cassette,481,0.036539827,photocopier,713,0.02058359,web site,916,0.011385561,printer,742,0.00839982,notebook,681,0.0067076907,digital clock,530,0.005206788
60,60,Image of Cassette Player,Cassette Player,4592,cassette player,482,0.20437132,tape player,848,0.14709467,cassette,481,0.13619798,CD player,485,0.030439332,radio,754,0.019316027,digital clock,530,0.0037432294,oscilloscope,688,0.0026329583,switch,844,0.0023976627,iPod,605,0.002164105,hand-held computer,590,0.0020684951
61,61,Image of Cassette Player,Cassette Player,8032,radio,754,0.31456774,CD player,485,0.08115254,tape player,848,0.045215905,cassette player,482,0.026703103,cassette,481,0.020331755,web site,916,0.017891053,digital clock,530,0.016059784,modem,662,0.0069479677,rule,769,0.0056526107,analog clock,409,0.0055715195
62,62,Image of Cassette Player,Cassette Player,6567,CD player,485,0.17775214,tape player,848,0.16595766,cassette player,482,0.098047286,radio,754,0.06698336,digital clock,530,0.020430785,cassette,481,0.010322337,loudspeaker,632,0.0047695218,printer,742,0.0043695965,home theater,598,0.003303429,safe,771,0.0032795235
63,63,Image of Cassette Player,Cassette Player,9508,CD player,485,0.14016233,radio,754,0.10383108,tape player,848,0.08538733,cassette player,482,0.055088654,cassette,481,0.013149699,television,851,0.012240773,modem,662,0.010056218,loudspeaker,632,0.008704886,space heater,811,0.0086029405,racer,751,0.007723208
64,64,Image of Cassette Player,Cassette Player,6406,tape player,848,0.13859774,CD player,485,0.09250014,radio,754,0.08566988,cassette player,482,0.081311174,cassette,481,0.022943938,cash machine,480,0.01227996,home theater,598,0.007055186,loudspeaker,632,0.006201583,desktop computer,527,0.0061700204,printer,742,0.0060633286
65,65,Image of Cassette Player,Cassette Player,3123,radio,754,0.1819008,CD player,485,0.16610621,tape player,848,0.05785453,cassette,481,0.049243014,cassette player,482,0.04285529,loudspeaker,632,0.023420535,Polaroid camera,732,0.013308657,home theater,598,0.008858923,iPod,605,0.0047942144,projector,745,0.0046069943
66,66,Image of Cassette Player,Cassette Player,5858,vending machine,886,0.16074342,tape player,848,0.119133934,cassette player,482,0.08085694,CD player,485,0.07286871,cassette,481,0.033483036,radio,754,0.027860546,cash machine,480,0.022775674,Polaroid camera,732,0.018676212,modem,662,0.009042511,printer,742,0.008456457
67,67,Image of Cassette Player,Cassette Player,7563,tape player,848,0.26977465,cassette player,482,0.11887065,cassette,481,0.06384652,CD player,485,0.016339693,cash machine,480,0.014141196,radio,754,0.008963967,desktop computer,527,0.0074422727,mailbox,637,0.004921059,vending machine,886,0.0029572644,loudspeaker,632,0.0024944686
68,68,Image of Cassette Player,Cassette Player,9309,mailbox,637,0.19384874,tape player,848,0.04418649,switch,844,0.04402711,cassette player,482,0.03514545,television,851,0.02688182,desktop computer,527,0.02591332,CD player,485,0.023098338,cash machine,480,0.018115459,cassette,481,0.015773337,street sign,919,0.012271656
69,69,Image of Cassette Player,Cassette Player,1793,tape player,848,0.25226527,cassette player,482,0.13815352,CD player,485,0.057326946,cassette,481,0.035327237,radio,754,0.029764522,desktop computer,527,0.0102558015,hard disc,592,0.009166657,loudspeaker,632,0.0065200008,modem,662,0.0060341884,notebook,681,0.005486562
70,70,Image of Cassette Player,Cassette Player,7499,cassette,481,0.30984512,cassette player,482,0.07290599,tape player,848,0.07164138,projector,745,0.019975597,radio,754,0.010363108,CD player,485,0.009374076,washer,897,0.0058971248,safe,771,0.004035277,loudspeaker,632,0.003725231,digital clock,530,0.0035418102
71,71,Image of Cassette Player,Cassette Player,5667,cassette player,482,0.2544644,tape player,848,0.20355171,CD player,485,0.073378265,radio,754,0.032415245,cassette,481,0.028568877,microwave,651,0.019826844,modem,662,0.0076733828,loudspeaker,632,0.004429808,digital clock,530,0.0041611143,iPod,605,0.0039894036
72,72,Image of Cassette Player,Cassette Player,3321,tape player,848,0.30291104,cassette player,482,0.13166311,CD player,485,0.04746682,radio,754,0.028902458,cassette,481,0.026967598,digital clock,530,0.008535362,projector,745,0.007846469,switch,844,0.0045437915,analog clock,409,0.0031781716,modem,662,0.0030967721
73,73,Image of Cassette Player,Cassette Player,7223,CD player,485,0.18588787,tape player,848,0.08058111,cassette player,482,0.06047948,radio,754,0.05511509,desktop computer,527,0.051398564,loudspeaker,632,0.03588316,cassette,481,0.023937112,modem,662,0.017388677,hard disc,592,0.01474584,notebook,681,0.004663895
74,74,Image of Cassette Player,Cassette Player,4248,tape player,848,0.17946663,CD player,485,0.1557978,radio,754,0.09442209,cassette player,482,0.07174115,desktop computer,527,0.026461357,loudspeaker,632,0.02120063,cassette,481,0.008603237,printer,742,0.0037211305,modem,662,0.0032870562,photocopier,713,0.0030163487
75,75,Image of Cassette Player,Cassette Player,6736,Polaroid camera,732,0.33791226,tape player,848,0.05763742,safe,771,0.032843977,vending machine,886,0.027907023,cash machine,480,0.025192283,cassette player,482,0.021817204,joystick,613,0.015108453,modem,662,0.013374093,desktop computer,527,0.012321957,loudspeaker,632,0.011369024
76,76,Image of Cassette Player,Cassette Player,1915,iPod,605,0.23784146,loudspeaker,632,0.061459802,switch,844,0.04202914,radio,754,0.014034577,remote control,761,0.0099084,combination lock,507,0.008861551,safe,771,0.0072626644,tape player,848,0.006485295,cassette player,482,0.0063968557,modem,662,0.006241994
77,77,Image of Cassette Player,Cassette Player,7106,tape player,848,0.18355213,CD player,485,0.1027119,radio,754,0.09070525,cassette player,482,0.09063828,loudspeaker,632,0.03086775,cassette,481,0.028282609,home theater,598,0.014290328,television,851,0.006087546,entertainment center,548,0.0043706982,gibbon,368,0.0035662982
78,78,Image of Cassette Player,Cassette Player,2868,tape player,848,0.117279805,CD player,485,0.09293931,radio,754,0.08856257,cassette player,482,0.04474346,loudspeaker,632,0.044422515,desktop computer,527,0.037465062,ballpoint,418,0.011952911,cassette,481,0.011296391,hard disc,592,0.009179048,monitor,664,0.008635751
79,79,Image of Cassette Player,Cassette Player,5827,tape player,848,0.19433764,CD player,485,0.10597323,cassette player,482,0.104149036,cassette,481,0.059800915,radio,754,0.05665032,loudspeaker,632,0.0053214356,desktop computer,527,0.0028293517,Polaroid camera,732,0.002136858,home theater,598,0.0020805527,mailbox,637,0.0020295174
80,80,Image of Cassette Player,Cassette Player,7425,tape player,848,0.08684338,cassette player,482,0.059649877,CD player,485,0.0579934,radio,754,0.039503735,safe,771,0.032755915,cassette,481,0.017741706,television,851,0.010659224,ballpoint,418,0.010555588,home theater,598,0.010043159,Polaroid camera,732,0.00902663
81,81,Image of Cassette Player,Cassette Player,5306,CD player,485,0.18728936,tape player,848,0.14396057,radio,754,0.08539633,cassette player,482,0.045459412,desktop computer,527,0.03131751,loudspeaker,632,0.011641249,cassette,481,0.00760405,home theater,598,0.0040645436,analog clock,409,0.0030214072,gibbon,368,0.0028490424
82,82,Image of Cassette Player,Cassette Player,8540,CD player,485,0.17801183,tape player,848,0.16559622,cassette player,482,0.15060218,radio,754,0.076638095,cassette,481,0.014082076,loudspeaker,632,0.009967914,home theater,598,0.0056570102,entertainment center,548,0.0033804062,digital clock,530,0.0026256281,analog clock,409,0.002388721
83,83,Image of Cassette Player,Cassette Player,2354,radio,754,0.40091386,tape player,848,0.07544293,cassette player,482,0.06106241,CD player,485,0.051261898,loudspeaker,632,0.0093646245,television,851,0.008296815,projector,745,0.0067597525,cassette,481,0.0058921105,Polaroid camera,732,0.005815077,digital clock,530,0.004132712
84,84,Image of Cassette Player,Cassette Player,1485,loudspeaker,632,0.26984003,washer,897,0.07580505,iPod,605,0.036511358,tape player,848,0.022377342,cash machine,480,0.018633852,safe,771,0.017132076,cassette player,482,0.014903147,CD player,485,0.014333805,radio,754,0.013355312,ashcan,412,0.0123845795
85,85,Image of Cassette Player,Cassette Player,4502,desktop computer,527,0.11940097,tape player,848,0.072152875,loudspeaker,632,0.051833868,radio,754,0.03882694,CD player,485,0.033910476,cassette player,482,0.03243834,cash machine,480,0.013162257,television,851,0.010944713,cellular telephone,487,0.009343145,hard disc,592,0.0059673064
86,86,Image of Cassette Player,Cassette Player,4533,tape player,848,0.19247946,cassette player,482,0.15529232,radio,754,0.08247402,CD player,485,0.07317396,cassette,481,0.03501237,loudspeaker,632,0.009262264,oscilloscope,688,0.0025953162,home theater,598,0.0022466094,Polaroid camera,732,0.0018511097,digital clock,530,0.0016870756
87,87,Image of Cassette Player,Cassette Player,9511,radio,754,0.28528744,CD player,485,0.081960395,tape player,848,0.06893801,cassette player,482,0.06591141,cassette,481,0.032169208,loudspeaker,632,0.0032211528,home theater,598,0.002341853,iPod,605,0.0022546921,digital clock,530,0.0017532688,projector,745,0.0015530485
88,88,Image of Cassette Player,Cassette Player,4372,cassette,481,0.29565394,cassette player,482,0.18473075,tape player,848,0.12715565,window screen,904,0.01561693,radio,754,0.007055561,cash machine,480,0.0034828575,CD player,485,0.0031741457,pay-phone,707,0.0031177346,Polaroid camera,732,0.0019875944,mailbox,637,0.0019263314
89,89,Image of Cassette Player,Cassette Player,2761,radio,754,0.14798182,tape player,848,0.14639433,CD player,485,0.14094323,cassette player,482,0.08141954,television,851,0.017291633,cassette,481,0.014414462,home theater,598,0.0078096753,digital clock,530,0.00491129,printer,742,0.004709861,analog clock,409,0.0040515033
