,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
64,64,Image of Cassette Player,Cassette Player,6406,tape player,848,0.18403363,cassette player,482,0.108798236,radio,754,0.06999459,cassette,481,0.03297148,CD player,485,0.02179431
65,65,Image of Cassette Player,Cassette Player,3123,CD player,485,0.12583047,radio,754,0.12504727,tape player,848,0.09984762,cassette player,482,0.0817078,cassette,481,0.06547952
66,66,Image of Cassette Player,Cassette Player,5858,tape player,848,0.1992435,cassette player,482,0.16071476,radio,754,0.0722154,CD player,485,0.049334124,cassette,481,0.047802504
67,67,Image of Cassette Player,Cassette Player,7563,radio,754,0.13182652,modem,662,0.101264305,tape player,848,0.053763244,cassette player,482,0.044336196,CD player,485,0.041716527
68,68,Image of Cassette Player,Cassette Player,9309,Polaroid camera,732,0.38447744,tape player,848,0.08245797,cassette,481,0.0681733,cassette player,482,0.041028645,CD player,485,0.032245718
69,69,Image of Cassette Player,Cassette Player,1793,cassette,481,0.25344792,tape player,848,0.15008926,cassette player,482,0.13325621,CD player,485,0.009006471,radio,754,0.005586036
70,70,Image of Cassette Player,Cassette Player,7499,radio,754,0.14251967,tape player,848,0.1309356,CD player,485,0.11099142,cassette player,482,0.104250975,cassette,481,0.06127056
71,71,Image of Cassette Player,Cassette Player,5667,tape player,848,0.20134099,CD player,485,0.14066875,cassette player,482,0.07829523,radio,754,0.06398554,cassette,481,0.017171832
72,72,Image of Cassette Player,Cassette Player,3321,Polaroid camera,732,0.1657431,CD player,485,0.08549325,radio,754,0.072347715,cassette,481,0.07073371,tape player,848,0.047707908
73,73,Image of Cassette Player,Cassette Player,7223,cassette,481,0.32446972,tape player,848,0.09939814,cassette player,482,0.089998595,radio,754,0.008674104,CD player,485,0.0064050844
74,74,Image of Cassette Player,Cassette Player,4248,tape player,848,0.23228627,cassette player,482,0.1252815,cassette,481,0.062170528,CD player,485,0.048412316,radio,754,0.02643268
75,75,Image of Cassette Player,Cassette Player,6736,printer,742,0.06681924,iPod,605,0.048152708,hard disc,592,0.047703266,cassette player,482,0.032113116,tape player,848,0.0313285
76,76,Image of Cassette Player,Cassette Player,1915,radio,754,0.14558564,tape player,848,0.13623472,cassette player,482,0.08359578,CD player,485,0.06907869,cassette,481,0.048330363
77,77,Image of Cassette Player,Cassette Player,7106,tape player,848,0.1922246,radio,754,0.107039884,cassette player,482,0.076231696,CD player,485,0.02439196,space heater,811,0.0153675405
78,78,Image of Cassette Player,Cassette Player,2868,Polaroid camera,732,0.19181326,CD player,485,0.052192315,cassette player,482,0.042857856,tape player,848,0.040090863,cassette,481,0.027129823
79,79,Image of Cassette Player,Cassette Player,5827,tape player,848,0.20307161,CD player,485,0.080210514,cassette player,482,0.07144376,cassette,481,0.051359892,radio,754,0.044415765
80,80,Image of Cassette Player,Cassette Player,7425,cassette,481,0.3378313,tape player,848,0.074261,cassette player,482,0.05107158,Polaroid camera,732,0.046675082,loudspeaker,632,0.009515154
81,81,Image of Cassette Player,Cassette Player,5306,radio,754,0.11766905,cassette player,482,0.092315204,tape player,848,0.07361122,CD player,485,0.060129944,cassette,481,0.052412193
82,82,Image of Cassette Player,Cassette Player,8540,CD player,485,0.16252682,tape player,848,0.07899361,radio,754,0.060540345,cassette player,482,0.055239357,cassette,481,0.019270217
83,83,Image of Cassette Player,Cassette Player,2354,tape player,848,0.25026116,cassette player,482,0.20054422,CD player,485,0.05222625,cassette,481,0.05079929,radio,754,0.02046374
84,84,Image of Cassette Player,Cassette Player,1485,tape player,848,0.2285156,cassette player,482,0.10355674,CD player,485,0.0971182,radio,754,0.049743034,Polaroid camera,732,0.02561674
85,85,Image of Cassette Player,Cassette Player,4502,radio,754,0.15404849,cassette,481,0.11427274,cassette player,482,0.099886075,tape player,848,0.07297643,CD player,485,0.060639605
86,86,Image of Cassette Player,Cassette Player,4533,tape player,848,0.14084892,cassette player,482,0.12594059,cassette,481,0.124177165,radio,754,0.056359366,Polaroid camera,732,0.052534785
87,87,Image of Cassette Player,Cassette Player,9511,radio,754,0.4775895,CD player,485,0.14291583,tape player,848,0.023390148,cassette player,482,0.017654942,modem,662,0.00938827
88,88,Image of Cassette Player,Cassette Player,4372,cassette,481,0.14996314,cassette player,482,0.14943327,tape player,848,0.14492351,radio,754,0.011521615,CD player,485,0.007969115
89,89,Image of Cassette Player,Cassette Player,2761,tape player,848,0.11530875,CD player,485,0.10486512,cassette player,482,0.10174743,cassette,481,0.06917957,radio,754,0.049567103
90,90,Image of Cassette Player,Cassette Player,8924,tape player,848,0.18878728,cassette player,482,0.13712291,cassette,481,0.07917813,space bar,810,0.022343233,CD player,485,0.02136369
91,91,Image of Cassette Player,Cassette Player,6580,radio,754,0.43622866,tape player,848,0.040010095,cassette player,482,0.03816518,CD player,485,0.021024756,cassette,481,0.010622456
92,92,Image of Cassette Player,Cassette Player,3080,CD player,485,0.088226795,television,851,0.046879563,tape player,848,0.045779772,screen,782,0.04367112,monitor,664,0.040866975
93,93,Image of Cassette Player,Cassette Player,4426,tape player,848,0.23182374,CD player,485,0.13138564,cassette player,482,0.11203194,radio,754,0.06186593,cassette,481,0.042160522
94,94,Image of Cassette Player,Cassette Player,9665,cassette,481,0.22094998,tape player,848,0.17575479,cassette player,482,0.11294565,radio,754,0.046867806,CD player,485,0.019292254
95,95,Image of Cassette Player,Cassette Player,1846,radio,754,0.36299,Polaroid camera,732,0.06150325,CD player,485,0.059712015,tape player,848,0.048181873,cassette,481,0.04364593
96,96,Image of Cassette Player,Cassette Player,6353,tape player,848,0.24136576,cassette player,482,0.11155016,cassette,481,0.099350736,radio,754,0.06803944,CD player,485,0.05185341
97,97,Image of Cassette Player,Cassette Player,6816,tape player,848,0.18106644,cassette player,482,0.10608041,cassette,481,0.077940755,Polaroid camera,732,0.07738995,CD player,485,0.036052465
98,98,Image of Cassette Player,Cassette Player,4647,tape player,848,0.25203988,cassette,481,0.13279617,cassette player,482,0.12916432,hard disc,592,0.0053995694,CD player,485,0.005008794
99,99,Image of Cassette Player,Cassette Player,1412,cassette player,482,0.16239353,tape player,848,0.14856356,cassette,481,0.14063488,CD player,485,0.045206167,radio,754,0.02493799
100,100,Image of Cassette Player,Cassette Player,5912,tape player,848,0.13435829,cassette player,482,0.10766119,radio,754,0.09191154,CD player,485,0.08098202,cassette,481,0.075095706
101,101,Image of Cassette Player,Cassette Player,2045,tape player,848,0.21833631,cassette player,482,0.10960808,radio,754,0.09208389,CD player,485,0.030987885,cassette,481,0.030096322
102,102,Image of Cassette Player,Cassette Player,9444,radio,754,0.23209244,CD player,485,0.10558307,tape player,848,0.068309076,cassette,481,0.06431359,cassette player,482,0.05795932
103,103,Image of Cassette Player,Cassette Player,6117,tape player,848,0.16477475,cassette player,482,0.107550584,CD player,485,0.057224695,cassette,481,0.047281638,radio,754,0.038128175
104,104,Image of Cassette Player,Cassette Player,3011,tape player,848,0.17541622,cassette,481,0.13540915,cassette player,482,0.112068206,CD player,485,0.037612308,radio,754,0.037456524
105,105,Image of Cassette Player,Cassette Player,5393,radio,754,0.11107674,tape player,848,0.10280971,CD player,485,0.078535944,cassette player,482,0.06697348,Polaroid camera,732,0.03512479
106,106,Image of Cassette Player,Cassette Player,9699,tape player,848,0.1450936,cassette player,482,0.08372972,Polaroid camera,732,0.043313395,CD player,485,0.04134213,cassette,481,0.030421657
107,107,Image of Cassette Player,Cassette Player,4528,radio,754,0.17345327,CD player,485,0.14611295,tape player,848,0.087292716,cassette player,482,0.05011991,loudspeaker,632,0.044905517
108,108,Image of Cassette Player,Cassette Player,8020,CD player,485,0.17479272,tape player,848,0.1712504,radio,754,0.14441456,cassette player,482,0.090651564,cassette,481,0.022816855
109,109,Image of Cassette Player,Cassette Player,9108,CD player,485,0.23348272,radio,754,0.17290002,tape player,848,0.050641704,cassette player,482,0.050454468,cassette,481,0.015055736
110,110,Image of Cassette Player,Cassette Player,5472,CD player,485,0.2464587,tape player,848,0.084226586,cassette player,482,0.07928283,radio,754,0.024957394,cassette,481,0.011711658
111,111,Image of Cassette Player,Cassette Player,6341,tape player,848,0.35444683,cassette player,482,0.1745984,cassette,481,0.073017776,CD player,485,0.025493901,radio,754,0.012485437
112,112,Image of Cassette Player,Cassette Player,1429,CD player,485,0.15413353,radio,754,0.13124071,tape player,848,0.10761285,cassette player,482,0.06761761,cassette,481,0.02238569
113,113,Image of Cassette Player,Cassette Player,3328,CD player,485,0.23873621,desktop computer,527,0.1471968,radio,754,0.056293145,tape player,848,0.04203587,cassette player,482,0.02068412
114,114,Image of Cassette Player,Cassette Player,3875,cassette player,482,0.12449343,tape player,848,0.11189241,radio,754,0.07957305,Polaroid camera,732,0.06305227,CD player,485,0.06302044
115,115,Image of Cassette Player,Cassette Player,2054,tape player,848,0.21278231,cassette player,482,0.17607391,cassette,481,0.049259298,CD player,485,0.031916235,radio,754,0.016576141
116,116,Image of Cassette Player,Cassette Player,4817,tape player,848,0.257709,cassette player,482,0.20303719,CD player,485,0.062055416,cassette,481,0.05655458,radio,754,0.0072025554
117,117,Image of Cassette Player,Cassette Player,5311,tape player,848,0.15036306,cassette player,482,0.1379367,CD player,485,0.08423521,radio,754,0.06361814,cassette,481,0.03034613
118,118,Image of Cassette Player,Cassette Player,1423,tape player,848,0.08146231,cassette player,482,0.07175786,CD player,485,0.044280324,loudspeaker,632,0.03374898,radio,754,0.032230753
119,119,Image of Cassette Player,Cassette Player,7713,tape player,848,0.13863343,CD player,485,0.10813863,radio,754,0.10585702,cassette player,482,0.09884341,cassette,481,0.04643421
120,120,Image of Cassette Player,Cassette Player,1208,loudspeaker,632,0.092714965,tape player,848,0.08689297,desktop computer,527,0.06389634,cassette player,482,0.04733338,cassette,481,0.039560776
121,121,Image of Cassette Player,Cassette Player,2988,tape player,848,0.1462163,radio,754,0.10104158,CD player,485,0.09914652,cassette player,482,0.08700042,cassette,481,0.059126668
122,122,Image of Cassette Player,Cassette Player,6727,desktop computer,527,0.27795994,loudspeaker,632,0.1618979,radio,754,0.05116751,cellular telephone,487,0.017988088,Polaroid camera,732,0.01538036
123,123,Image of Cassette Player,Cassette Player,8093,cassette player,482,0.34127432,tape player,848,0.3056928,CD player,485,0.024418132,cassette,481,0.019888166,radio,754,0.011558613
124,124,Image of Cassette Player,Cassette Player,2344,tape player,848,0.27816156,cassette player,482,0.12266815,CD player,485,0.06598465,cassette,481,0.027930005,radio,754,0.025965923
125,125,Image of Cassette Player,Cassette Player,9265,cassette,481,0.28802413,cassette player,482,0.10694886,tape player,848,0.067002565,radio,754,0.00768293,CD player,485,0.0050899116
126,126,Image of Cassette Player,Cassette Player,4807,tape player,848,0.22220726,cassette player,482,0.11208288,CD player,485,0.07815865,radio,754,0.050930563,cassette,481,0.028426612
127,127,Image of Cassette Player,Cassette Player,4367,cassette player,482,0.13226005,CD player,485,0.12271062,tape player,848,0.117769964,cassette,481,0.059965264,radio,754,0.023756625
128,128,Image of Cassette Player,Cassette Player,4226,cassette,481,0.22068392,tape player,848,0.1184264,radio,754,0.057675317,cassette player,482,0.052983668,loudspeaker,632,0.018222153
129,129,Image of Cassette Player,Cassette Player,3221,tape player,848,0.18370631,cassette player,482,0.14725308,CD player,485,0.07063986,radio,754,0.06586611,cassette,481,0.023128863
130,130,Image of Cassette Player,Cassette Player,6833,cassette,481,0.1651747,tape player,848,0.08633687,cassette player,482,0.07812586,desktop computer,527,0.01224857,radio,754,0.008186588
131,131,Image of Cassette Player,Cassette Player,3034,cassette,481,0.2675615,cassette player,482,0.22861664,tape player,848,0.16711362,radio,754,0.050723594,CD player,485,0.012461034
132,132,Image of Cassette Player,Cassette Player,8515,Polaroid camera,732,0.28731376,radio,754,0.04580013,projector,745,0.043272533,cassette,481,0.03394165,tape player,848,0.027960422
133,133,Image of Cassette Player,Cassette Player,5347,tape player,848,0.26642516,cassette player,482,0.16307877,cassette,481,0.07057605,CD player,485,0.04720956,radio,754,0.037601218
134,134,Image of Cassette Player,Cassette Player,7734,radio,754,0.25359082,tape player,848,0.088503525,CD player,485,0.086534135,cassette player,482,0.05950905,cassette,481,0.04404848
135,135,Image of Cassette Player,Cassette Player,5229,tape player,848,0.13164185,cassette player,482,0.11541329,cassette,481,0.085326456,CD player,485,0.024668787,loudspeaker,632,0.008700062
136,136,Image of Cassette Player,Cassette Player,2470,tape player,848,0.261017,cassette player,482,0.15272684,cassette,481,0.0968126,CD player,485,0.016056744,loudspeaker,632,0.0074073533
137,137,Image of Cassette Player,Cassette Player,2978,tape player,848,0.16516374,radio,754,0.09134383,CD player,485,0.08827296,cassette player,482,0.08758017,cassette,481,0.015442561
138,138,Image of Cassette Player,Cassette Player,4350,tape player,848,0.12981175,cassette player,482,0.0914561,CD player,485,0.07481009,radio,754,0.0443695,cassette,481,0.03077824
139,139,Image of Cassette Player,Cassette Player,5772,tape player,848,0.2512805,cassette player,482,0.16658652,radio,754,0.06020512,CD player,485,0.055496167,cassette,481,0.040698357
140,140,Image of Cassette Player,Cassette Player,2333,radio,754,0.23523323,tape player,848,0.06635903,cassette player,482,0.05221451,CD player,485,0.052208588,Polaroid camera,732,0.04640099
141,141,Image of Cassette Player,Cassette Player,8264,tape player,848,0.120835066,CD player,485,0.1178441,cassette player,482,0.08726316,radio,754,0.05389544,cassette,481,0.033866514
142,142,Image of Cassette Player,Cassette Player,5042,tape player,848,0.18399863,cassette,481,0.16091765,cassette player,482,0.1174783,toaster,859,0.06713713,lighter,626,0.01834395
143,143,Image of Cassette Player,Cassette Player,4916,tape player,848,0.16584545,cassette player,482,0.09351027,CD player,485,0.04581656,cassette,481,0.033446714,radio,754,0.028805172
144,144,Image of Cassette Player,Cassette Player,6374,cassette player,482,0.17597061,tape player,848,0.16200037,cassette,481,0.062219266,CD player,485,0.039428428,radio,754,0.011692921
145,145,Image of Cassette Player,Cassette Player,5980,CD player,485,0.13861252,tape player,848,0.13748714,radio,754,0.086058475,cassette player,482,0.08413712,cassette,481,0.0129713565
146,146,Image of Cassette Player,Cassette Player,7988,tape player,848,0.22024699,cassette player,482,0.17549191,cassette,481,0.055452127,CD player,485,0.05488785,radio,754,0.037690148
147,147,Image of Cassette Player,Cassette Player,4367,cassette player,482,0.13230453,CD player,485,0.122561626,tape player,848,0.1178498,cassette,481,0.06005486,radio,754,0.023727486
148,148,Image of Cassette Player,Cassette Player,9271,Polaroid camera,732,0.16451551,tape player,848,0.10541813,cassette,481,0.08004938,cassette player,482,0.054080628,radio,754,0.051245056
149,149,Image of Cassette Player,Cassette Player,3568,tape player,848,0.3020183,cassette player,482,0.13880168,cassette,481,0.07228278,CD player,485,0.05441537,radio,754,0.03086391
150,150,Image of Cassette Player,Cassette Player,5234,radio,754,0.12258832,tape player,848,0.09378453,cassette player,482,0.08801844,cassette,481,0.04960537,CD player,485,0.04201614
151,151,Image of Cassette Player,Cassette Player,9497,CD player,485,0.23093875,tape player,848,0.08395218,radio,754,0.083818935,cassette player,482,0.055883553,cassette,481,0.05202903
152,152,Image of Cassette Player,Cassette Player,2125,tape player,848,0.14135098,cassette player,482,0.09827444,CD player,485,0.08558498,radio,754,0.075777866,cassette,481,0.056422397
153,153,Image of Cassette Player,Cassette Player,6785,tape player,848,0.15232101,cassette player,482,0.10227013,radio,754,0.08209954,CD player,485,0.06405063,cassette,481,0.03649958
154,154,Image of Cassette Player,Cassette Player,1401,tape player,848,0.1504802,cassette player,482,0.1251266,cassette,481,0.031352267,radio,754,0.028425539,CD player,485,0.01698711
155,155,Image of Cassette Player,Cassette Player,7763,cassette,481,0.26079962,tape player,848,0.09719716,radio,754,0.0768925,cassette player,482,0.0714252,Polaroid camera,732,0.047860507
156,156,Image of Cassette Player,Cassette Player,5517,cassette player,482,0.12684779,tape player,848,0.11668783,CD player,485,0.040662814,radio,754,0.029267875,cassette,481,0.027211607
157,157,Image of Cassette Player,Cassette Player,2996,CD player,485,0.16834769,tape player,848,0.100481816,cassette player,482,0.065063156,cassette,481,0.062234707,radio,754,0.038437817
158,158,Image of Cassette Player,Cassette Player,7803,tape player,848,0.22525902,cassette player,482,0.078174114,cassette,481,0.07571484,CD player,485,0.046335183,radio,754,0.030898549
159,159,Image of Cassette Player,Cassette Player,2976,tape player,848,0.32553816,cassette player,482,0.21189012,cassette,481,0.03653437,CD player,485,0.031892568,radio,754,0.009454444
160,160,Image of Cassette Player,Cassette Player,1287,television,851,0.108475275,loudspeaker,632,0.05379131,switch,844,0.040904403,CD player,485,0.03329349,monitor,664,0.033175886
161,161,Image of Cassette Player,Cassette Player,4685,tape player,848,0.11573745,Polaroid camera,732,0.102218576,cassette player,482,0.09579612,cassette,481,0.08986828,CD player,485,0.08945016
