,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
10,10,Image of Cassette Player,Cassette Player,4866,rugby ball,768,0.13910674,soccer ball,805,0.13543953,football helmet,560,0.012725738,baseball,429,0.011550514,croquet ball,522,0.011484621,diaper,529,0.010387708,Band Aid,419,0.00890632,sunscreen,838,0.0067768446,knee pad,615,0.0067638843,umbrella,879,0.0066308994
11,11,Image of Cassette Player,Cassette Player,7086,moped,665,0.12818408,motor scooter,670,0.037628185,crash helmet,518,0.026192052,football helmet,560,0.012944793,tractor,866,0.01205512,disk brake,535,0.011984977,barrow,428,0.009458905,plow,730,0.008268009,knee pad,615,0.0055279173,mountain bike,671,0.0048275394
12,12,Image of Cassette Player,Cassette Player,2277,football helmet,560,0.12903129,rugby ball,768,0.09560407,soccer ball,805,0.046085626,knee pad,615,0.035645865,volleyball,890,0.02447744,maillot,638,0.0070343423,ballplayer,981,0.0044659544,swimming trunks,842,0.0040107984,pole,733,0.0035777427,miniskirt,655,0.0032308884
13,13,Image of Cassette Player,Cassette Player,8834,confectionery,509,0.10703822,maze,646,0.035938263,greenhouse,580,0.023387866,worm fence,912,0.02333757,fountain,562,0.018816894,tub,876,0.012318985,candle,470,0.011995279,ashcan,412,0.010569577,grocery store,582,0.01002188,palace,698,0.008401879
14,14,Image of Cassette Player,Cassette Player,3736,soccer ball,805,0.1790061,rugby ball,768,0.15913352,football helmet,560,0.088077374,maillot,638,0.022263039,ballplayer,981,0.012780178,knee pad,615,0.008136543,basketball,430,0.00667572,jersey,610,0.0065116906,volleyball,890,0.0064301593,stretcher,830,0.005636005
15,15,Image of Cassette Player,Cassette Player,3753,golf ball,574,0.16891605,confectionery,509,0.092534475,thimble,855,0.052993216,necklace,679,0.036868982,wool,911,0.032286115,abacus,398,0.024440698,strawberry,949,0.016285649,matchstick,644,0.011381331,tray,868,0.011361733,hair slide,584,0.008515595
16,16,Image of Cassette Player,Cassette Player,7545,soccer ball,805,0.27633673,stinkhorn,994,0.0548058,lampshade,619,0.044406887,window screen,904,0.025827812,chainlink fence,489,0.017598595,ladybug,301,0.015815934,chain mail,490,0.010483713,whistle,902,0.010346536,stole,824,0.010250031,basketball,430,0.010023816
17,17,Image of Cassette Player,Cassette Player,5592,parachute,701,0.16164483,flagpole,557,0.11614998,Christmas stocking,496,0.022031998,sarong,775,0.012199838,umbrella,879,0.011503763,handkerchief,591,0.0071019446,pillow,721,0.0047061043,velvet,885,0.004108035,pole,733,0.0035585288,volcano,980,0.0034118379
18,18,Image of Cassette Player,Cassette Player,4528,racer,751,0.20828615,go-kart,573,0.18129951,prayer rug,741,0.018119927,sports car,817,0.01707725,lawn mower,621,0.012001089,car wheel,479,0.004318606,crash helmet,518,0.00401138,pickup,717,0.003969489,harvester,595,0.0038693552,ballplayer,981,0.0034372068
19,19,Image of Cassette Player,Cassette Player,1385,jersey,610,0.22283866,maillot,638,0.09509972,torch,862,0.027900081,pajama,697,0.018420825,soccer ball,805,0.015322204,maillot tank suit,639,0.012275701,sweatshirt,841,0.010672331,whistle,902,0.008398255,kimono,614,0.0068268855,maraca,641,0.0065285824
20,20,Image of Cassette Player,Cassette Player,1229,alp,970,0.33791986,lakeside,975,0.06168338,valley,979,0.06102161,barn,425,0.03440772,bison,347,0.020938706,mountain bike,671,0.017384391,mountain tent,672,0.014587439,hay,958,0.013829967,worm fence,912,0.01318271,geyser,974,0.009527146
21,21,Image of Cassette Player,Cassette Player,2988,volcano,980,0.16063449,geyser,974,0.08651134,boxer,242,0.047463767,Italian greyhound,171,0.016715838,cannon,471,0.014132061,whippet,172,0.013354941,Rhodesian ridgeback,159,0.011720686,barrel,427,0.010232194,Ibizan hound,173,0.009847413,Saluki,176,0.008600658
22,22,Image of Cassette Player,Cassette Player,9837,volleyball,890,0.11563532,rugby ball,768,0.11006202,soccer ball,805,0.057777807,football helmet,560,0.03048048,miniskirt,655,0.027511293,maillot,638,0.021631982,sarong,775,0.0172873,racket,752,0.008652702,knee pad,615,0.007998075,basketball,430,0.0058327145
23,23,Image of Cassette Player,Cassette Player,1245,maraca,641,0.28412282,custard apple,956,0.11599205,artichoke,944,0.043511,grocery store,582,0.027985532,confectionery,509,0.01601713,cauliflower,938,0.012088304,acorn,988,0.011464978,coral reef,973,0.008874303,fig,952,0.006155835,banana,954,0.005547713
24,24,Image of Cassette Player,Cassette Player,6897,beagle,162,0.07604071,basenji,253,0.04456832,Saint Bernard,247,0.030009719,Saluki,176,0.026992291,whippet,172,0.025108648,boxer,242,0.02401273,borzoi,169,0.023597619,pug,254,0.022204911,Ibizan hound,173,0.021051053,American Staffordshire terrier,180,0.018296339
25,25,Image of Cassette Player,Cassette Player,2952,flagpole,557,0.11822278,parachute,701,0.071043685,tennis ball,852,0.0154149225,balloon,417,0.014515349,Christmas stocking,496,0.0076587726,golf ball,574,0.0066489866,maze,646,0.0043975348,umbrella,879,0.004008343,pinwheel,723,0.0033621767,pole,733,0.0032892805
26,26,Image of Cassette Player,Cassette Player,5071,soccer ball,805,0.20500661,knee pad,615,0.019364124,bucket,463,0.01676896,rugby ball,768,0.016681643,maillot,638,0.009619873,ballplayer,981,0.0084758,bathing cap,433,0.008298477,football helmet,560,0.008038701,volleyball,890,0.0076136547,balloon,417,0.00606472
27,27,Image of Cassette Player,Cassette Player,4469,rugby ball,768,0.1510556,soccer ball,805,0.06274321,football helmet,560,0.05220414,volleyball,890,0.036232173,knee pad,615,0.03618521,maillot,638,0.020430911,basketball,430,0.01002814,maillot tank suit,639,0.004921862,bathing cap,433,0.0048621874,ballplayer,981,0.0039673257
28,28,Image of Cassette Player,Cassette Player,3360,rugby ball,768,0.26046103,maillot,638,0.15194789,maillot tank suit,639,0.0493073,soccer ball,805,0.027091036,bathing cap,433,0.015553483,barbell,422,0.010673402,jersey,610,0.009566297,dumbbell,543,0.008036928,swimming trunks,842,0.007316663,volleyball,890,0.0063232398
29,29,Image of Cassette Player,Cassette Player,6974,crash helmet,518,0.07796129,snowmobile,802,0.052858893,go-kart,573,0.049512766,racer,751,0.044637583,sports car,817,0.027256133,lawn mower,621,0.021463951,motor scooter,670,0.011490211,tow truck,864,0.006655598,car wheel,479,0.006581052,paddle,693,0.0052305004
30,30,Image of Cassette Player,Cassette Player,1547,geyser,974,0.16434489,valley,979,0.15199433,promontory,976,0.123814456,lakeside,975,0.047089063,coral reef,973,0.042956892,seashore,978,0.041127954,sandbar,977,0.02078173,alp,970,0.020686697,cliff,972,0.01514558,volcano,980,0.009957316
31,31,Image of Cassette Player,Cassette Player,8395,balloon,417,0.25698465,diaper,529,0.033022948,wig,903,0.030596508,soccer ball,805,0.019580396,swimming trunks,842,0.017649239,maillot tank suit,639,0.013941991,pinwheel,723,0.013405271,cowboy boot,514,0.013260837,maillot,638,0.011410976,miniskirt,655,0.008479545
32,32,Image of Cassette Player,Cassette Player,1800,crash helmet,518,0.61334974,motor scooter,670,0.049386017,moped,665,0.010586601,disk brake,535,0.0064148335,backpack,414,0.0048324694,parachute,701,0.0031467362,snowmobile,802,0.0030638282,mountain bike,671,0.0026731442,knee pad,615,0.0019254984,car wheel,479,0.0017943768
33,33,Image of Cassette Player,Cassette Player,9244,swimming trunks,842,0.4288793,bathing cap,433,0.08389212,bikini,445,0.030110948,paddle,693,0.02246407,maillot tank suit,639,0.018206304,maillot,638,0.015417355,canoe,472,0.014995781,killer whale,148,0.013803195,snorkel,801,0.010649463,sarong,775,0.010124674
34,34,Image of Cassette Player,Cassette Player,8588,maillot,638,0.024806011,bathing cap,433,0.024244333,maraca,641,0.015579808,balloon,417,0.012734166,maillot tank suit,639,0.012714597,wig,903,0.01204011,croquet ball,522,0.010571966,pinwheel,723,0.010340697,soccer ball,805,0.010134344,feather boa,552,0.009977476
35,35,Image of Cassette Player,Cassette Player,9801,soccer ball,805,0.48397678,volleyball,890,0.01168033,swimming trunks,842,0.007279764,rugby ball,768,0.0062170667,knee pad,615,0.005304704,basketball,430,0.0038059026,bucket,463,0.0028126438,sunglasses,837,0.002751834,stage,819,0.002661159,cowboy boot,514,0.0026377176
36,36,Image of Cassette Player,Cassette Player,3004,sombrero,808,0.060578316,maraca,641,0.046536546,bow tie,457,0.02462962,pinwheel,723,0.014814431,feather boa,552,0.01454556,piggy bank,719,0.013314529,whistle,902,0.012837335,soccer ball,805,0.011776373,bonnet,452,0.011683086,lorikeet,90,0.0111021595
37,37,Image of Cassette Player,Cassette Player,3060,parachute,701,0.15938453,maze,646,0.11874804,hay,958,0.017063241,go-kart,573,0.01353681,balloon,417,0.009072668,greenhouse,580,0.0074965833,barrow,428,0.006715579,tractor,866,0.0059625376,coil,506,0.005958564,prayer rug,741,0.0057006595
38,38,Image of Cassette Player,Cassette Player,9240,jersey,610,0.061615817,bicycle-built-for-two,444,0.05368234,whistle,902,0.04211398,steel drum,822,0.029991766,maillot,638,0.023966787,sarong,775,0.019937914,sunscreen,838,0.016699037,marimba,642,0.011189798,plunger,731,0.010591456,bathing cap,433,0.0100858435
39,39,Image of Cassette Player,Cassette Player,9657,fountain,562,0.07142798,paintbrush,696,0.039030235,paddle,693,0.018175716,bubble,971,0.01807563,snowplow,803,0.0129601825,shovel,792,0.011997349,bathing cap,433,0.011068432,lemon,951,0.010741954,ski,795,0.010189662,racer,751,0.010136503
40,40,Image of Cassette Player,Cassette Player,8822,mountain bike,671,0.47008193,bicycle-built-for-two,444,0.056246817,crash helmet,518,0.020075638,unicycle,880,0.004825922,alp,970,0.0040622004,backpack,414,0.0021487677,car wheel,479,0.0018541414,maillot,638,0.0018368722,feather boa,552,0.0017877186,baseball,429,0.001759
41,41,Image of Cassette Player,Cassette Player,9272,sorrel,339,0.1976733,horse cart,603,0.024055908,military uniform,652,0.01712997,bearskin,439,0.0107674105,ox,345,0.00811323,cowboy hat,515,0.006224328,crash helmet,518,0.005638971,football helmet,560,0.0054812557,shield,787,0.0052892123,muzzle,676,0.0046335193
42,42,Image of Cassette Player,Cassette Player,8866,bathing cap,433,0.07090167,paddle,693,0.053360913,mountain bike,671,0.049367607,swab,840,0.021354865,unicycle,880,0.01604055,shovel,792,0.015693849,fountain,562,0.0152610205,croquet ball,522,0.012432869,lawn mower,621,0.012162458,crash helmet,518,0.011838128
43,43,Image of Cassette Player,Cassette Player,2764,snowmobile,802,0.19078296,crash helmet,518,0.095369965,mountain bike,671,0.049794633,motor scooter,670,0.030021084,racer,751,0.013533029,tank,847,0.012630107,pinwheel,723,0.011430908,go-kart,573,0.010795366,half track,586,0.009695526,lawn mower,621,0.009642453
44,44,Image of Cassette Player,Cassette Player,9268,rugby ball,768,0.5592767,bathing cap,433,0.018700266,soccer ball,805,0.009938592,maillot,638,0.008420065,balance beam,416,0.0050224066,football helmet,560,0.0048575345,knee pad,615,0.0042065587,stage,819,0.0035997115,maillot tank suit,639,0.0030658212,sweatshirt,841,0.0023597782
45,45,Image of Cassette Player,Cassette Player,5888,volleyball,890,0.48533136,knee pad,615,0.038067095,balance beam,416,0.027336571,ballplayer,981,0.014055268,basketball,430,0.013688065,racket,752,0.0065606367,rugby ball,768,0.0057568057,soccer ball,805,0.003428856,jigsaw puzzle,611,0.0028437127,toyshop,865,0.0025737458
46,46,Image of Cassette Player,Cassette Player,8356,ice lolly,929,0.30830166,water bottle,898,0.04099678,parachute,701,0.016283896,sunscreen,838,0.015115986,pinwheel,723,0.012624627,bubble,971,0.012008719,Band Aid,419,0.010296754,snorkel,801,0.009965019,torch,862,0.0093712555,plunger,731,0.009310453
47,47,Image of Cassette Player,Cassette Player,3844,paddle,693,0.2512086,snorkel,801,0.14539018,canoe,472,0.05808873,speedboat,814,0.029504867,sandbar,977,0.010893454,seashore,978,0.006771177,lifeboat,625,0.005670215,bathing cap,433,0.005180057,swimming trunks,842,0.004916409,lakeside,975,0.004782554
48,48,Image of Cassette Player,Cassette Player,2345,miniature poodle,266,0.02589205,toy poodle,265,0.022776475,wild boar,342,0.020695996,standard poodle,267,0.019306425,Chesapeake Bay retriever,209,0.017827393,sarong,775,0.016382467,brown bear,294,0.012705418,Leonberg,255,0.010052673,timber wolf,269,0.010026396,Eskimo dog,248,0.007910048
49,49,Image of Cassette Player,Cassette Player,9490,bathing cap,433,0.36935717,geyser,974,0.05024874,alp,970,0.01113774,paddle,693,0.009808912,valley,979,0.0071594105,canoe,472,0.0040845918,tub,876,0.0040492048,maillot tank suit,639,0.003941066,swimming trunks,842,0.0039054216,maillot,638,0.0034801506
50,50,Image of Cassette Player,Cassette Player,6707,bathing cap,433,0.1913943,parachute,701,0.11616287,football helmet,560,0.049272675,bicycle-built-for-two,444,0.0179397,alp,970,0.017805858,feather boa,552,0.015586946,wig,903,0.013831253,crash helmet,518,0.011524795,mountain bike,671,0.0106911175,maillot,638,0.009776499
51,51,Image of Cassette Player,Cassette Player,3057,puck,746,0.21838349,military uniform,652,0.14943129,bobsled,450,0.014344752,bearskin,439,0.013636215,rifle,764,0.009561235,drum,541,0.008134562,stretcher,830,0.008125752,trombone,875,0.0064527397,snowmobile,802,0.006256095,assault rifle,413,0.0054081567
52,52,Image of Cassette Player,Cassette Player,4676,piggy bank,719,0.19189768,thimble,855,0.13778467,pencil box,709,0.022778785,coffee mug,504,0.022178385,sea slug,115,0.02119529,mouse,673,0.016141985,teapot,849,0.016008735,jigsaw puzzle,611,0.01568718,cup,968,0.013159208,purse,748,0.011822563
53,53,Image of Cassette Player,Cassette Player,5691,lorikeet,90,0.020952357,umbrella,879,0.020744001,paintbrush,696,0.01989032,apron,411,0.016819634,flagpole,557,0.01442522,handkerchief,591,0.012641991,torch,862,0.011533846,panpipe,699,0.011082912,bonnet,452,0.010549013,Christmas stocking,496,0.007844417
54,54,Image of Cassette Player,Cassette Player,7600,croquet ball,522,0.3125536,soccer ball,805,0.10223195,rugby ball,768,0.014010112,plunger,731,0.0088382205,maypole,645,0.007142864,crutch,523,0.004927524,maraca,641,0.0049260766,parachute,701,0.0048349733,volleyball,890,0.004756336,swing,843,0.004357541
55,55,Image of Cassette Player,Cassette Player,4656,swimming trunks,842,0.4382415,bathing cap,433,0.18105726,maillot tank suit,639,0.01858558,maillot,638,0.015851075,tub,876,0.015187071,bikini,445,0.015056976,soccer ball,805,0.010334614,bathtub,435,0.008051107,snorkel,801,0.005311068,seashore,978,0.0037580961
56,56,Image of Cassette Player,Cassette Player,4785,sandbar,977,0.26402396,seashore,978,0.028707707,daisy,985,0.0080362335,conch,112,0.0077065523,doormat,539,0.0047426107,coral reef,973,0.003913247,promontory,976,0.0032714666,lakeside,975,0.0032474413,sarong,775,0.0030497815,cockroach,314,0.0030480425
57,57,Image of Cassette Player,Cassette Player,3956,rugby ball,768,0.48686782,pinwheel,723,0.021940552,accordion,401,0.019254599,soccer ball,805,0.019246062,football helmet,560,0.016316865,trombone,875,0.010716645,cornet,513,0.0048748152,parachute,701,0.004588598,croquet ball,522,0.0044165035,maypole,645,0.0043883217
58,58,Image of Cassette Player,Cassette Player,9451,promontory,976,0.25147662,seashore,978,0.19411816,cliff,972,0.08992829,sandbar,977,0.05380985,lakeside,975,0.01361782,coral reef,973,0.010284138,wreck,913,0.01010652,breakwater,460,0.009280724,beacon,437,0.008730259,snorkel,801,0.005371922
59,59,Image of Cassette Player,Cassette Player,6788,football helmet,560,0.21766208,soccer ball,805,0.064661056,knee pad,615,0.047591764,rugby ball,768,0.036225483,ballplayer,981,0.020818265,basketball,430,0.015943188,maillot,638,0.009143793,stretcher,830,0.007408342,volleyball,890,0.0073872465,toyshop,865,0.005821274
60,60,Image of Cassette Player,Cassette Player,4592,sandbar,977,0.11410756,swimming trunks,842,0.06657409,snorkel,801,0.06428554,seashore,978,0.058010165,maillot tank suit,639,0.05315989,bikini,445,0.037469808,maillot,638,0.030445907,bathing cap,433,0.024917038,stingray,6,0.020738628,volleyball,890,0.009854161
61,61,Image of Cassette Player,Cassette Player,8032,ox,345,0.18626629,water buffalo,346,0.110211864,llama,355,0.042739835,sorrel,339,0.038938098,ram,348,0.013803073,Arabian camel,354,0.012042451,oxcart,690,0.010288161,bighorn,349,0.008399131,paddle,693,0.0067490516,bathing cap,433,0.006447587
62,62,Image of Cassette Player,Cassette Player,6567,balloon,417,0.30799773,bathing cap,433,0.26229513,flamingo,130,0.019739592,swimming trunks,842,0.010607514,maraca,641,0.005380724,pomegranate,957,0.004724778,bubble,971,0.004696207,ping-pong ball,722,0.0036678978,bathtub,435,0.0028975084,tub,876,0.0027848394
63,63,Image of Cassette Player,Cassette Player,9508,barn,425,0.12486437,lakeside,975,0.06467985,rapeseed,984,0.06157353,worm fence,912,0.042331018,hay,958,0.023146521,valley,979,0.012320438,park bench,703,0.011327753,stone wall,825,0.0106112845,megalith,649,0.009225163,white stork,127,0.009071237
64,64,Image of Cassette Player,Cassette Player,6406,rugby ball,768,0.26073152,soccer ball,805,0.053029403,diaper,529,0.0074341632,knee pad,615,0.0074208505,croquet ball,522,0.007000656,sunscreen,838,0.0067097023,bucket,463,0.0064438824,parachute,701,0.0063964142,football helmet,560,0.0063450984,swimming trunks,842,0.006335178
65,65,Image of Cassette Player,Cassette Player,3123,valley,979,0.22302057,geyser,974,0.06437593,dam,525,0.044495344,lakeside,975,0.039355632,alp,970,0.025243044,seashore,978,0.023278236,cliff,972,0.021387953,sandbar,977,0.019111194,promontory,976,0.011256137,canoe,472,0.009080912
66,66,Image of Cassette Player,Cassette Player,5858,crash helmet,518,0.33720076,disk brake,535,0.04006113,motor scooter,670,0.028489927,mountain bike,671,0.021020275,moped,665,0.020635853,flagpole,557,0.0072533158,alp,970,0.0058416785,backpack,414,0.005683405,mortar,666,0.004544253,snowmobile,802,0.0035528499
67,67,Image of Cassette Player,Cassette Player,7563,promontory,976,0.23634073,cliff,972,0.09392145,stone wall,825,0.067344226,beacon,437,0.038100906,lakeside,975,0.032717373,seashore,978,0.031583957,megalith,649,0.021407008,breakwater,460,0.01533074,castle,483,0.013571026,sandbar,977,0.0132878665
68,68,Image of Cassette Player,Cassette Player,9309,racer,751,0.35861528,sports car,817,0.062106654,car wheel,479,0.01808026,pickup,717,0.004525184,cab,468,0.0030214868,passenger car,705,0.0026357858,go-kart,573,0.0024599032,candle,470,0.0024230527,snowmobile,802,0.002295192,crash helmet,518,0.0022490548
69,69,Image of Cassette Player,Cassette Player,1793,rapeseed,984,0.04484001,barn,425,0.0436621,parachute,701,0.0419792,gazelle,353,0.04196241,lakeside,975,0.026647216,zebra,340,0.02617436,coral reef,973,0.019015618,wool,911,0.018778596,impala,352,0.018340738,worm fence,912,0.01614037
70,70,Image of Cassette Player,Cassette Player,7499,comic book,917,0.2838109,slot,800,0.1264148,packet,692,0.04875954,tray,868,0.018782066,menu,922,0.014285049,coral reef,973,0.013011068,jigsaw puzzle,611,0.0100323185,analog clock,409,0.00920683,theater curtain,854,0.005722611,monitor,664,0.0054813665
71,71,Image of Cassette Player,Cassette Player,5667,balloon,417,0.169201,coil,506,0.13851643,maraca,641,0.04230269,ice cream,928,0.014630329,trifle,927,0.014232361,abacus,398,0.013069205,snail,113,0.012796217,pillow,721,0.0111102145,wool,911,0.0074899374,strawberry,949,0.006901937
72,72,Image of Cassette Player,Cassette Player,3321,soccer ball,805,0.60419863,rugby ball,768,0.17195378,baseball,429,0.0050353366,parachute,701,0.0025245133,volleyball,890,0.0024588401,knee pad,615,0.0022175056,toyshop,865,0.001463805,feather boa,552,0.00142805,bubble,971,0.0014263248,ping-pong ball,722,0.0013617754
73,73,Image of Cassette Player,Cassette Player,7223,feather boa,552,0.19548063,maillot,638,0.08560715,swimming trunks,842,0.055694204,mask,643,0.028433517,maillot tank suit,639,0.026968043,maraca,641,0.013017748,bathing cap,433,0.010781427,balloon,417,0.008471683,wool,911,0.007375944,crash helmet,518,0.007133922
74,74,Image of Cassette Player,Cassette Player,4248,bathing cap,433,0.28828573,swimming trunks,842,0.05360125,geyser,974,0.046553366,bikini,445,0.03285396,maillot,638,0.017152548,mountain bike,671,0.012148249,alp,970,0.009931796,maillot tank suit,639,0.009518327,sarong,775,0.009377827,sandbar,977,0.008979009
75,75,Image of Cassette Player,Cassette Player,6736,scoreboard,781,0.042028703,parachute,701,0.03299764,balloon,417,0.028367734,worm fence,912,0.027763814,radio telescope,755,0.02747914,solar dish,807,0.021786619,palace,698,0.012444643,torch,862,0.01233714,tile roof,858,0.010245916,golf ball,574,0.009892243
76,76,Image of Cassette Player,Cassette Player,1915,swimming trunks,842,0.26693797,tub,876,0.11495195,stage,819,0.05797355,bathtub,435,0.030020243,bathing cap,433,0.028453348,punching bag,747,0.026034446,wig,903,0.022852074,drumstick,542,0.014341232,jellyfish,107,0.013172097,bikini,445,0.011584537
77,77,Image of Cassette Player,Cassette Player,7106,football helmet,560,0.09071548,mountain bike,671,0.052832287,parachute,701,0.037877034,crash helmet,518,0.022421367,rugby ball,768,0.018477388,ballplayer,981,0.01687773,unicycle,880,0.015008979,knee pad,615,0.0148638,maillot,638,0.013986219,alp,970,0.012686418
78,78,Image of Cassette Player,Cassette Player,2868,wing,908,0.25132117,volcano,980,0.06395715,alp,970,0.016663302,promontory,976,0.012162147,lakeside,975,0.01204429,breakwater,460,0.009841827,sandbar,977,0.008324453,seashore,978,0.0064602704,ant,310,0.006148772,parachute,701,0.004796729
79,79,Image of Cassette Player,Cassette Player,5827,football helmet,560,0.38018268,lifeboat,625,0.0032735872,knee pad,615,0.00296565,ballplayer,981,0.00277688,rugby ball,768,0.0024422521,maillot,638,0.002307747,crash helmet,518,0.0022247478,stretcher,830,0.0019985044,alp,970,0.0016955402,ladybug,301,0.0016801672
80,80,Image of Cassette Player,Cassette Player,7425,speedboat,814,0.18373193,lakeside,975,0.13561581,seashore,978,0.06794368,sandbar,977,0.03657252,wreck,913,0.027514618,boathouse,449,0.024857482,catamaran,484,0.0160657,promontory,976,0.014481883,coral reef,973,0.013776326,canoe,472,0.012101858
81,81,Image of Cassette Player,Cassette Player,5306,red wolf,271,0.0593059,hyena,276,0.04452295,wild boar,342,0.03624656,lion,291,0.02366711,hog,341,0.013863147,chow,260,0.011552846,groenendael,224,0.011154021,warthog,343,0.010179422,African hunting dog,275,0.007668783,Leonberg,255,0.0075689494
82,82,Image of Cassette Player,Cassette Player,8540,parallel bars,702,0.10627429,maillot,638,0.070235245,swimming trunks,842,0.057772256,sarong,775,0.02695827,barbell,422,0.026488563,maillot tank suit,639,0.021149853,bow tie,457,0.018324357,dumbbell,543,0.015392585,horizontal bar,602,0.013714274,balance beam,416,0.009658205
83,83,Image of Cassette Player,Cassette Player,2354,sports car,817,0.19598573,racer,751,0.10075381,grille,581,0.07624527,convertible,511,0.04827211,car wheel,479,0.036970627,beach wagon,436,0.009050538,passenger car,705,0.0057264036,cab,468,0.003972595,minivan,656,0.003441064,limousine,627,0.003370446
84,84,Image of Cassette Player,Cassette Player,1485,valley,979,0.47776026,lakeside,975,0.21705206,coral reef,973,0.012023686,castle,483,0.009255214,volcano,980,0.008047122,barn,425,0.0073136394,dam,525,0.0060451142,geyser,974,0.0057207057,boathouse,449,0.0053000827,promontory,976,0.005165928
85,85,Image of Cassette Player,Cassette Player,4502,maze,646,0.057761937,jigsaw puzzle,611,0.04830464,Christmas stocking,496,0.037984632,bib,443,0.020591352,flagpole,557,0.018626152,coral reef,973,0.014285756,doormat,539,0.009799081,broccoli,937,0.009539695,prayer rug,741,0.008899717,pillow,721,0.008768359
86,86,Image of Cassette Player,Cassette Player,4533,rugby ball,768,0.24604829,wig,903,0.03715941,soccer ball,805,0.035625402,miniskirt,655,0.021825776,football helmet,560,0.018800268,bubble,971,0.0151206795,maillot,638,0.0120558515,ice lolly,929,0.011450482,knee pad,615,0.010894732,sunglasses,837,0.009639075
87,87,Image of Cassette Player,Cassette Player,9511,umbrella,879,0.22862118,toyshop,865,0.014016235,soccer ball,805,0.012282707,torch,862,0.010021558,confectionery,509,0.007891465,grocery store,582,0.004883365,baseball,429,0.003886356,parachute,701,0.003402757,ballplayer,981,0.003338172,jersey,610,0.0030383028
