,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
37,37,Image of Cassette Player,Cassette Player,3060,CD player,485,0.3914387822151184,tape player,848,0.06416739523410797,cassette player,482,0.053882405161857605,radio,754,0.01936359889805317,cassette,481,0.011137369088828564
38,38,Image of Cassette Player,Cassette Player,9240,radio,754,0.1766051948070526,CD player,485,0.11566569656133652,tape player,848,0.0969155877828598,cassette player,482,0.056185342371463776,loudspeaker,632,0.015286433510482311
39,39,Image of Cassette Player,Cassette Player,9657,radio,754,0.5302518010139465,tape player,848,0.057708583772182465,CD player,485,0.046098560094833374,cassette player,482,0.0446736104786396,cassette,481,0.008600237779319286
40,40,Image of Cassette Player,Cassette Player,8822,CD player,485,0.27054011821746826,radio,754,0.1236090138554573,tape player,848,0.12293794751167297,cassette player,482,0.05753461271524429,loudspeaker,632,0.006995839066803455
41,41,Image of Cassette Player,Cassette Player,9272,CD player,485,0.08191054314374924,projector,745,0.07806527614593506,radio,754,0.06870261579751968,tape player,848,0.0510016493499279,cassette player,482,0.04586401209235191
42,42,Image of Cassette Player,Cassette Player,8866,tape player,848,0.17066393792629242,cassette player,482,0.08906681835651398,CD player,485,0.06839499622583389,cash machine,480,0.044122204184532166,cassette,481,0.030848272144794464
43,43,Image of Cassette Player,Cassette Player,2764,tape player,848,0.1118701845407486,radio,754,0.11069794744253159,CD player,485,0.074120432138443,cassette player,482,0.06681345403194427,cassette,481,0.039000287652015686
44,44,Image of Cassette Player,Cassette Player,9268,tape player,848,0.22810254991054535,cassette player,482,0.1992066204547882,CD player,485,0.07555066049098969,cassette,481,0.07176794856786728,radio,754,0.022775692865252495
45,45,Image of Cassette Player,Cassette Player,5888,radio,754,0.17987675964832306,tape player,848,0.1695360243320465,cassette player,482,0.12220332026481628,CD player,485,0.036581333726644516,cassette,481,0.01962822675704956
46,46,Image of Cassette Player,Cassette Player,8356,CD player,485,0.16812385618686676,notebook,681,0.07037036120891571,hard disc,592,0.05479801446199417,tape player,848,0.054572246968746185,modem,662,0.042582765221595764
47,47,Image of Cassette Player,Cassette Player,3844,CD player,485,0.21647271513938904,tape player,848,0.12271501868963242,radio,754,0.07705511152744293,cassette player,482,0.07523266226053238,cassette,481,0.053239841014146805
48,48,Image of Cassette Player,Cassette Player,2345,cassette,481,0.26455241441726685,cassette player,482,0.18080022931098938,tape player,848,0.15063999593257904,CD player,485,0.030584631487727165,iPod,605,0.011955725960433483
49,49,Image of Cassette Player,Cassette Player,9490,CD player,485,0.243057519197464,radio,754,0.19798539578914642,tape player,848,0.07038205116987228,cassette player,482,0.056860629469156265,cassette,481,0.025257356464862823
50,50,Image of Cassette Player,Cassette Player,6707,radio,754,0.29242146015167236,CD player,485,0.2253098040819168,tape player,848,0.04477920010685921,cassette player,482,0.028179723769426346,cassette,481,0.011015815660357475
51,51,Image of Cassette Player,Cassette Player,3057,microwave,651,0.13912323117256165,tape player,848,0.09049735963344574,cassette player,482,0.07845873385667801,radio,754,0.0646301731467247,CD player,485,0.02605024166405201
52,52,Image of Cassette Player,Cassette Player,4676,web site,916,0.15388229489326477,modem,662,0.04853684455156326,radio,754,0.02856624126434326,hard disc,592,0.019986648112535477,CD player,485,0.018846852704882622
53,53,Image of Cassette Player,Cassette Player,5691,CD player,485,0.08775631338357925,tape player,848,0.07411087304353714,cassette player,482,0.06481794267892838,radio,754,0.04449518024921417,digital clock,530,0.021039191633462906
54,54,Image of Cassette Player,Cassette Player,7600,cassette player,482,0.13330139219760895,tape player,848,0.13173966109752655,CD player,485,0.05915537849068642,radio,754,0.056993789970874786,cassette,481,0.04285387322306633
55,55,Image of Cassette Player,Cassette Player,4656,tape player,848,0.20169107615947723,cassette player,482,0.10299240797758102,CD player,485,0.08161010593175888,radio,754,0.07544282078742981,cassette,481,0.031046826392412186
56,56,Image of Cassette Player,Cassette Player,4785,tape player,848,0.20728184282779694,cassette player,482,0.10027247667312622,CD player,485,0.09779700636863708,radio,754,0.04184718802571297,cassette,481,0.014420107007026672
57,57,Image of Cassette Player,Cassette Player,3956,radio,754,0.40121906995773315,cassette,481,0.06589647382497787,CD player,485,0.037408821284770966,cassette player,482,0.033852603286504745,tape player,848,0.03008527308702469
58,58,Image of Cassette Player,Cassette Player,9451,cassette player,482,0.16329428553581238,tape player,848,0.13791535794734955,CD player,485,0.11969736963510513,radio,754,0.05917517840862274,cassette,481,0.043077800422906876
59,59,Image of Cassette Player,Cassette Player,6788,radio,754,0.13874514400959015,washer,897,0.0783337652683258,CD player,485,0.06483215093612671,projector,745,0.055588580667972565,tape player,848,0.03350355848670006
60,60,Image of Cassette Player,Cassette Player,4592,cassette,481,0.20906195044517517,tape player,848,0.1302482932806015,cassette player,482,0.11446469277143478,CD player,485,0.01216623280197382,radio,754,0.011157696135342121
61,61,Image of Cassette Player,Cassette Player,8032,remote control,761,0.25707533955574036,CD player,485,0.08075709640979767,tape player,848,0.05307146534323692,radio,754,0.024105260148644447,printer,742,0.022152485325932503
62,62,Image of Cassette Player,Cassette Player,6567,tape player,848,0.2712496519088745,cassette player,482,0.19936500489711761,cassette,481,0.04842885583639145,radio,754,0.03010465018451214,CD player,485,0.016292069107294083
63,63,Image of Cassette Player,Cassette Player,9508,radio,754,0.08672505617141724,CD player,485,0.08307719975709915,tape player,848,0.07134059816598892,loudspeaker,632,0.06256131082773209,cassette player,482,0.04950397089123726
64,64,Image of Cassette Player,Cassette Player,6406,radio,754,0.2386193573474884,CD player,485,0.06978555023670197,tape player,848,0.068402498960495,cassette player,482,0.05050254240632057,loudspeaker,632,0.010154930874705315
65,65,Image of Cassette Player,Cassette Player,3123,radio,754,0.19315923750400543,CD player,485,0.14332912862300873,cassette player,482,0.08998321741819382,tape player,848,0.053662654012441635,cassette,481,0.04091230779886246
66,66,Image of Cassette Player,Cassette Player,5858,radio,754,0.5489080548286438,CD player,485,0.08488747477531433,tape player,848,0.038441937416791916,cassette player,482,0.03226250037550926,loudspeaker,632,0.013927195221185684
67,67,Image of Cassette Player,Cassette Player,7563,radio,754,0.21534502506256104,CD player,485,0.10292806476354599,tape player,848,0.05357387661933899,cassette player,482,0.03694882243871689,screen,782,0.019783038645982742
68,68,Image of Cassette Player,Cassette Player,9309,CD player,485,0.2594950199127197,tape player,848,0.1713418811559677,cassette player,482,0.07920821756124496,safe,771,0.041049424558877945,radio,754,0.03032681904733181
69,69,Image of Cassette Player,Cassette Player,1793,tape player,848,0.14750973880290985,CD player,485,0.13808104395866394,cassette player,482,0.0951405018568039,desktop computer,527,0.03915834799408913,radio,754,0.038772329688072205
70,70,Image of Cassette Player,Cassette Player,7499,oscilloscope,688,0.20332364737987518,radio,754,0.1735304594039917,microwave,651,0.10846786946058273,CD player,485,0.0400858148932457,screen,782,0.029890187084674835
71,71,Image of Cassette Player,Cassette Player,5667,CD player,485,0.20387719571590424,tape player,848,0.15731662511825562,cassette player,482,0.0651983767747879,radio,754,0.03817635029554367,desktop computer,527,0.017762813717126846
72,72,Image of Cassette Player,Cassette Player,3321,CD player,485,0.17691883444786072,tape player,848,0.1014273464679718,cassette player,482,0.09691924601793289,cassette,481,0.04972078651189804,radio,754,0.030671900138258934
73,73,Image of Cassette Player,Cassette Player,7223,tape player,848,0.14766979217529297,cassette player,482,0.11154527962207794,CD player,485,0.09126996994018555,radio,754,0.0396277941763401,cassette,481,0.03889811038970947
74,74,Image of Cassette Player,Cassette Player,4248,tape player,848,0.22121912240982056,cassette player,482,0.11870817095041275,CD player,485,0.10870396345853806,radio,754,0.04453878849744797,loudspeaker,632,0.03816787153482437
75,75,Image of Cassette Player,Cassette Player,6736,cassette player,482,0.1635848730802536,CD player,485,0.1092807874083519,tape player,848,0.10593295842409134,cassette,481,0.07871278375387192,radio,754,0.055590081959962845
76,76,Image of Cassette Player,Cassette Player,1915,tape player,848,0.09050028771162033,radio,754,0.08129210770130157,cassette player,482,0.04727384075522423,CD player,485,0.041571613401174545,space heater,811,0.034366339445114136
77,77,Image of Cassette Player,Cassette Player,7106,CD player,485,0.18910501897335052,radio,754,0.10023036599159241,tape player,848,0.09529850631952286,cassette player,482,0.060052502900362015,microwave,651,0.021725745871663094
78,78,Image of Cassette Player,Cassette Player,2868,tape player,848,0.14986060559749603,radio,754,0.10706184059381485,CD player,485,0.09706754982471466,cassette player,482,0.08329933136701584,cassette,481,0.036803193390369415
79,79,Image of Cassette Player,Cassette Player,5827,radio,754,0.12967807054519653,tape player,848,0.1270710527896881,cassette player,482,0.09866257756948471,cassette,481,0.06814988702535629,CD player,485,0.04653745889663696
80,80,Image of Cassette Player,Cassette Player,7425,modem,662,0.12884464859962463,digital clock,530,0.08968475461006165,tape player,848,0.059643927961587906,radio,754,0.058770157396793365,digital watch,531,0.03477760776877403
81,81,Image of Cassette Player,Cassette Player,5306,cassette player,482,0.09882538765668869,tape player,848,0.09254049509763718,radio,754,0.08316207677125931,CD player,485,0.05751831457018852,cassette,481,0.03172600641846657
82,82,Image of Cassette Player,Cassette Player,8540,tape player,848,0.24708643555641174,cassette player,482,0.1616188883781433,CD player,485,0.08163762092590332,cassette,481,0.03294207528233528,radio,754,0.020034270361065865
83,83,Image of Cassette Player,Cassette Player,2354,tape player,848,0.1679684966802597,cassette player,482,0.14789928495883942,CD player,485,0.09635515511035919,radio,754,0.08368946611881256,cassette,481,0.05243856832385063
84,84,Image of Cassette Player,Cassette Player,1485,tape player,848,0.24047337472438812,CD player,485,0.07149122655391693,cassette player,482,0.059680406004190445,modem,662,0.04950137808918953,radio,754,0.044752106070518494
85,85,Image of Cassette Player,Cassette Player,4502,CD player,485,0.22653885185718536,radio,754,0.11649833619594574,cassette player,482,0.04369652271270752,digital clock,530,0.04244957119226456,tape player,848,0.03905121982097626
86,86,Image of Cassette Player,Cassette Player,4533,CD player,485,0.18090014159679413,radio,754,0.1358301341533661,tape player,848,0.07481759041547775,cassette player,482,0.06529715657234192,digital clock,530,0.01651446893811226
87,87,Image of Cassette Player,Cassette Player,9511,CD player,485,0.39600300788879395,tape player,848,0.0729176253080368,radio,754,0.06633880734443665,modem,662,0.0534452460706234,cassette player,482,0.04091523215174675
88,88,Image of Cassette Player,Cassette Player,4372,cassette,481,0.14433613419532776,CD player,485,0.1134919747710228,tape player,848,0.10826066881418228,cassette player,482,0.10537654161453247,radio,754,0.07525347173213959
89,89,Image of Cassette Player,Cassette Player,2761,radio,754,0.2710406184196472,CD player,485,0.12325897812843323,tape player,848,0.08159365504980087,cassette player,482,0.06946687400341034,cassette,481,0.02164473384618759
90,90,Image of Cassette Player,Cassette Player,8924,cassette,481,0.17715439200401306,CD player,485,0.14783985912799835,tape player,848,0.10239093750715256,cassette player,482,0.08199805021286011,radio,754,0.05487312003970146
91,91,Image of Cassette Player,Cassette Player,6580,cassette player,482,0.14830826222896576,tape player,848,0.12560227513313293,CD player,485,0.11469563096761703,radio,754,0.07081997394561768,cassette,481,0.02689884975552559
92,92,Image of Cassette Player,Cassette Player,3080,tape player,848,0.16368649899959564,cassette,481,0.09975769370794296,cassette player,482,0.08752340823411942,CD player,485,0.07434453815221786,radio,754,0.0246752817183733
93,93,Image of Cassette Player,Cassette Player,4426,tape player,848,0.14328376948833466,CD player,485,0.10673917829990387,cassette player,482,0.10444420576095581,radio,754,0.0856143981218338,cassette,481,0.07121488451957703
94,94,Image of Cassette Player,Cassette Player,9665,radio,754,0.22126193344593048,tape player,848,0.11774612218141556,CD player,485,0.08822225779294968,cassette player,482,0.08514534682035446,cassette,481,0.03061519004404545
95,95,Image of Cassette Player,Cassette Player,1846,radio,754,0.46253377199172974,CD player,485,0.05860079079866409,cassette,481,0.04662666097283363,cassette player,482,0.021638967096805573,tape player,848,0.018566139042377472
96,96,Image of Cassette Player,Cassette Player,6353,tape player,848,0.15534977614879608,cassette player,482,0.09867821633815765,cassette,481,0.06316360086202621,CD player,485,0.06057301536202431,radio,754,0.04952482134103775
97,97,Image of Cassette Player,Cassette Player,6816,tape player,848,0.13041315972805023,CD player,485,0.1007278636097908,cassette player,482,0.09429564327001572,cassette,481,0.03710006922483444,radio,754,0.025244567543268204
98,98,Image of Cassette Player,Cassette Player,4647,tape player,848,0.1998787224292755,cassette player,482,0.13543805480003357,cassette,481,0.08345792442560196,CD player,485,0.03034208156168461,Polaroid camera,732,0.02173951268196106
99,99,Image of Cassette Player,Cassette Player,1412,tape player,848,0.34664058685302734,cassette player,482,0.26898881793022156,cassette,481,0.053935274481773376,CD player,485,0.025182649493217468,Polaroid camera,732,0.014263723976910114
100,100,Image of Cassette Player,Cassette Player,5912,tape player,848,0.1673334687948227,cassette player,482,0.13906587660312653,printer,742,0.04067479446530342,radio,754,0.03874782845377922,modem,662,0.03841489925980568
101,101,Image of Cassette Player,Cassette Player,2045,cassette player,482,0.16363275051116943,tape player,848,0.15575011074543,CD player,485,0.08805694431066513,radio,754,0.06455810368061066,cassette,481,0.033141084015369415
102,102,Image of Cassette Player,Cassette Player,9444,tape player,848,0.22231201827526093,CD player,485,0.13503581285476685,cassette player,482,0.08888882398605347,cassette,481,0.04843173176050186,radio,754,0.042835235595703125
103,103,Image of Cassette Player,Cassette Player,6117,radio,754,0.1323409080505371,tape player,848,0.11093407869338989,cassette player,482,0.11089906841516495,CD player,485,0.06460750848054886,cassette,481,0.04573899507522583
104,104,Image of Cassette Player,Cassette Player,3011,tape player,848,0.13402248919010162,radio,754,0.12802676856517792,cassette player,482,0.09990713745355606,CD player,485,0.05097474902868271,cassette,481,0.0330442413687706
105,105,Image of Cassette Player,Cassette Player,5393,tape player,848,0.2280224859714508,cassette player,482,0.18052107095718384,CD player,485,0.09089621156454086,cassette,481,0.07843346893787384,radio,754,0.02657001093029976
106,106,Image of Cassette Player,Cassette Player,9699,CD player,485,0.11374714225530624,radio,754,0.08171546459197998,tape player,848,0.03715423122048378,loudspeaker,632,0.03161439299583435,Polaroid camera,732,0.030949417501688004
107,107,Image of Cassette Player,Cassette Player,4528,radio,754,0.18311545252799988,cassette,481,0.13850517570972443,tape player,848,0.10040780156850815,cassette player,482,0.08262863010168076,CD player,485,0.045811135321855545
108,108,Image of Cassette Player,Cassette Player,8020,radio,754,0.14423251152038574,CD player,485,0.11999962478876114,tape player,848,0.08524575084447861,cassette player,482,0.08271383494138718,cassette,481,0.050694540143013
109,109,Image of Cassette Player,Cassette Player,9108,tape player,848,0.20630870759487152,CD player,485,0.10352417826652527,cassette player,482,0.09484758228063583,Polaroid camera,732,0.057263366878032684,radio,754,0.044241856783628464
110,110,Image of Cassette Player,Cassette Player,5472,radio,754,0.15949396789073944,CD player,485,0.12907102704048157,tape player,848,0.06890178471803665,cassette player,482,0.06732821464538574,cassette,481,0.01018636953085661
111,111,Image of Cassette Player,Cassette Player,6341,tape player,848,0.2589477300643921,cassette player,482,0.15456120669841766,CD player,485,0.07475867122411728,radio,754,0.05716543644666672,cassette,481,0.025410795584321022
112,112,Image of Cassette Player,Cassette Player,1429,CD player,485,0.16353105008602142,tape player,848,0.1149538904428482,cassette player,482,0.07056575268507004,radio,754,0.04346209391951561,modem,662,0.030520491302013397
113,113,Image of Cassette Player,Cassette Player,3328,CD player,485,0.1798037439584732,iPod,605,0.09151526540517807,radio,754,0.07065889984369278,desktop computer,527,0.0696609616279602,tape player,848,0.02347484976053238
114,114,Image of Cassette Player,Cassette Player,3875,cassette player,482,0.19457027316093445,cassette,481,0.1751609444618225,tape player,848,0.1422642022371292,CD player,485,0.022507356479763985,radio,754,0.008903026580810547
115,115,Image of Cassette Player,Cassette Player,2054,CD player,485,0.23609445989131927,tape player,848,0.17884884774684906,cassette player,482,0.10346556454896927,radio,754,0.06402555108070374,cassette,481,0.012041117064654827
116,116,Image of Cassette Player,Cassette Player,4817,tape player,848,0.32113298773765564,cassette player,482,0.29434844851493835,cassette,481,0.1204373836517334,CD player,485,0.004862144123762846,ambulance,407,0.002835456281900406
117,117,Image of Cassette Player,Cassette Player,5311,reflex camera,759,0.1400448977947235,Polaroid camera,732,0.041904427111148834,radio,754,0.03726442530751228,tape player,848,0.0340944342315197,CD player,485,0.030080877244472504
118,118,Image of Cassette Player,Cassette Player,1423,tape player,848,0.1247129961848259,CD player,485,0.11594966799020767,radio,754,0.0943070575594902,cassette player,482,0.05681374669075012,desktop computer,527,0.022358054295182228
119,119,Image of Cassette Player,Cassette Player,7713,CD player,485,0.1521751433610916,tape player,848,0.09593041241168976,radio,754,0.09476840496063232,cassette player,482,0.07296037673950195,cassette,481,0.035808343440294266
120,120,Image of Cassette Player,Cassette Player,1208,Polaroid camera,732,0.10018546879291534,projector,745,0.09491011500358582,radio,754,0.08711659908294678,loudspeaker,632,0.06914281100034714,CD player,485,0.05325882136821747
121,121,Image of Cassette Player,Cassette Player,2988,tape player,848,0.12638038396835327,CD player,485,0.06282581388950348,radio,754,0.05164126679301262,cassette player,482,0.05030709132552147,cassette,481,0.04859207570552826
122,122,Image of Cassette Player,Cassette Player,6727,radio,754,0.12177374958992004,tape player,848,0.1054999828338623,cassette player,482,0.10330311208963394,CD player,485,0.04186220467090607,cassette,481,0.0237626601010561
123,123,Image of Cassette Player,Cassette Player,8093,cassette player,482,0.13278427720069885,radio,754,0.09650243818759918,cassette,481,0.0925067663192749,tape player,848,0.08333989977836609,CD player,485,0.040055204182863235
124,124,Image of Cassette Player,Cassette Player,2344,radio,754,0.23956067860126495,tape player,848,0.11114241182804108,cassette player,482,0.09689512103796005,CD player,485,0.06905557960271835,microwave,651,0.025783300399780273
125,125,Image of Cassette Player,Cassette Player,9265,cassette,481,0.2513144910335541,cassette player,482,0.1393517106771469,tape player,848,0.06436921656131744,cellular telephone,487,0.019288012757897377,CD player,485,0.010656807571649551
126,126,Image of Cassette Player,Cassette Player,4807,cassette,481,0.5016368627548218,cassette player,482,0.06017053499817848,tape player,848,0.05274602398276329,radio,754,0.00907214917242527,CD player,485,0.006543812807649374
127,127,Image of Cassette Player,Cassette Player,4367,tape player,848,0.18650376796722412,cassette,481,0.16557683050632477,cassette player,482,0.08526965230703354,projector,745,0.04816816374659538,CD player,485,0.019456900656223297
128,128,Image of Cassette Player,Cassette Player,4226,radio,754,0.18446844816207886,cassette,481,0.17046034336090088,tape player,848,0.14768801629543304,cassette player,482,0.07353231310844421,loudspeaker,632,0.051707785576581955
129,129,Image of Cassette Player,Cassette Player,3221,tape player,848,0.20163778960704803,cassette player,482,0.19143974781036377,cash machine,480,0.07704294472932816,CD player,485,0.03230183571577072,cassette,481,0.017447084188461304
130,130,Image of Cassette Player,Cassette Player,6833,radio,754,0.20185929536819458,CD player,485,0.059087932109832764,Polaroid camera,732,0.05265997722744942,tape player,848,0.03855176270008087,cassette player,482,0.03706200048327446
131,131,Image of Cassette Player,Cassette Player,3034,cassette player,482,0.14404518902301788,CD player,485,0.14287787675857544,tape player,848,0.1311054229736328,cassette,481,0.043970681726932526,radio,754,0.03965768963098526
132,132,Image of Cassette Player,Cassette Player,8515,radio,754,0.2909846901893616,CD player,485,0.1144021525979042,tape player,848,0.062125857919454575,modem,662,0.036599088460206985,cassette player,482,0.033315613865852356
133,133,Image of Cassette Player,Cassette Player,5347,radio,754,0.42621228098869324,CD player,485,0.10612895339727402,cassette player,482,0.023173898458480835,tape player,848,0.020711291581392288,cassette,481,0.010949513874948025
134,134,Image of Cassette Player,Cassette Player,7734,CD player,485,0.2085745632648468,tape player,848,0.11132051795721054,radio,754,0.0748053789138794,cassette player,482,0.039087578654289246,loudspeaker,632,0.02632230520248413
135,135,Image of Cassette Player,Cassette Player,5229,cassette player,482,0.12951785326004028,tape player,848,0.11031223088502884,cassette,481,0.08233369886875153,CD player,485,0.028389135375618935,radio,754,0.01640436239540577
136,136,Image of Cassette Player,Cassette Player,2470,radio,754,0.24815183877944946,CD player,485,0.14246444404125214,tape player,848,0.0478840209543705,cassette player,482,0.0468478687107563,desktop computer,527,0.011399712413549423
137,137,Image of Cassette Player,Cassette Player,2978,cassette,481,0.23807138204574585,cassette player,482,0.13103720545768738,tape player,848,0.12404897809028625,radio,754,0.03206056356430054,projector,745,0.016641970723867416
