,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
18,18,Image of Cassette Player,Cassette Player,4528,acorn,988,0.07355381,tennis ball,852,0.06475306,bottlecap,455,0.056570083,thatch,853,0.040221993,dung beetle,305,0.025154991,lens cap,622,0.0162739,nail,677,0.015191767,golf ball,574,0.0120962225,ping-pong ball,722,0.009383665,ladybug,301,0.009230029
19,19,Image of Cassette Player,Cassette Player,1385,stone wall,825,0.45894212,tile roof,858,0.05816058,megalith,649,0.007439263,doormat,539,0.0068241716,castle,483,0.0046494836,thatch,853,0.0039663166,dome,538,0.0037227739,maze,646,0.0036601603,barn,425,0.0028565933,bucket,463,0.0028240592
20,20,Image of Cassette Player,Cassette Player,1229,bottlecap,455,0.09561997,nail,677,0.050786145,lens cap,622,0.038805258,tennis ball,852,0.03131588,acorn,988,0.030532569,ping-pong ball,722,0.022670725,baseball,429,0.019934855,golf ball,574,0.01838839,soccer ball,805,0.013623128,drumstick,542,0.01276868
21,21,Image of Cassette Player,Cassette Player,2988,jean,608,0.071399644,Loafer,630,0.044280805,clog,502,0.043837704,sandal,774,0.032847937,cowboy boot,514,0.023257455,doormat,539,0.020291502,running shoe,770,0.016683422,sleeping bag,797,0.014849133,sock,806,0.013406828,sandbar,977,0.01277978
22,22,Image of Cassette Player,Cassette Player,9837,stone wall,825,0.09988608,megalith,649,0.019854913,chainlink fence,489,0.012068609,coho,391,0.00965944,breakwater,460,0.009384059,bottlecap,455,0.007844641,Gila monster,45,0.0075958995,vine snake,59,0.0075440346,shopping cart,791,0.007207902,tennis ball,852,0.0069219046
23,23,Image of Cassette Player,Cassette Player,1245,acorn,988,0.04268827,dung beetle,305,0.023307053,bubble,971,0.019752093,bucket,463,0.017606292,bottlecap,455,0.0155825345,alligator lizard,44,0.015156458,baseball,429,0.013723215,nail,677,0.013583268,thatch,853,0.013044403,tennis ball,852,0.012441342
24,24,Image of Cassette Player,Cassette Player,6897,tile roof,858,0.20967747,tennis ball,852,0.039871026,maze,646,0.033562236,chain,488,0.03019,pole,733,0.015994584,wool,911,0.011386841,park bench,703,0.010651381,chainlink fence,489,0.010329847,stone wall,825,0.009616846,cannon,471,0.0062326584
25,25,Image of Cassette Player,Cassette Player,2952,padlock,695,0.31551096,doormat,539,0.02393896,bucket,463,0.020801904,bottlecap,455,0.016180055,tile roof,858,0.013459644,shoe shop,788,0.007427727,wine bottle,907,0.0069877887,pill bottle,720,0.0065691248,chainlink fence,489,0.005956244,sunglasses,837,0.005304128
26,26,Image of Cassette Player,Cassette Player,5071,radio telescope,755,0.3001663,coil,506,0.06130465,thimble,855,0.026263595,syringe,845,0.022803565,nail,677,0.01956746,pill bottle,720,0.014487698,screw,783,0.012120313,American coot,137,0.011056868,bottlecap,455,0.009962554,bald eagle,22,0.0077335853
27,27,Image of Cassette Player,Cassette Player,4469,matchstick,644,0.1863238,screw,783,0.05928908,nail,677,0.058827933,syringe,845,0.044331755,shovel,792,0.020369457,centipede,79,0.018388465,ant,310,0.01364679,isopod,126,0.013175293,cassette,481,0.011552009,slug,114,0.011129453
28,28,Image of Cassette Player,Cassette Player,3360,croquet ball,522,0.062095094,soccer ball,805,0.060002927,Cardigan,264,0.056875847,Chesapeake Bay retriever,209,0.036378745,Italian greyhound,171,0.026165696,Australian terrier,193,0.021143086,Norfolk terrier,185,0.016271709,Greater Swiss Mountain dog,238,0.013009843,malinois,225,0.0114465235,sorrel,339,0.010078802
29,29,Image of Cassette Player,Cassette Player,6974,syringe,845,0.021386828,whiptail,41,0.015346872,eft,27,0.011088142,bottlecap,455,0.010862594,alligator lizard,44,0.00995799,Gila monster,45,0.009781514,coho,391,0.008715355,diamondback,67,0.008579217,tennis ball,852,0.008566381,dung beetle,305,0.008305592
30,30,Image of Cassette Player,Cassette Player,1547,running shoe,770,0.34003103,jean,608,0.12482652,crutch,523,0.080713704,doormat,539,0.01863926,slug,114,0.013971617,sandal,774,0.008729012,Loafer,630,0.007487381,manhole cover,640,0.0043498487,ping-pong ball,722,0.0040639,dumbbell,543,0.004042627
31,31,Image of Cassette Player,Cassette Player,8395,bottlecap,455,0.036324877,syringe,845,0.031611353,baseball,429,0.031503458,maze,646,0.018159388,dung beetle,305,0.015662918,nail,677,0.015537757,ringneck snake,53,0.012454262,picket fence,716,0.011578224,thunder snake,52,0.011405178,whiptail,41,0.010350812
32,32,Image of Cassette Player,Cassette Player,1800,maze,646,0.13305733,coil,506,0.025755428,stone wall,825,0.021959538,sandbar,977,0.016221466,quilt,750,0.01601756,doormat,539,0.014466175,manhole cover,640,0.012361671,chain,488,0.011742542,tile roof,858,0.01128617,park bench,703,0.0089294175
33,33,Image of Cassette Player,Cassette Player,9244,park bench,703,0.075267956,lakeside,975,0.06180887,soccer ball,805,0.02144301,toy poodle,265,0.015024964,Norfolk terrier,185,0.013411695,Italian greyhound,171,0.011838673,leatherback turtle,34,0.011658214,tricycle,870,0.0111942105,redbone,168,0.010527903,Pekinese,154,0.010283504
34,34,Image of Cassette Player,Cassette Player,8588,padlock,695,0.253991,stone wall,825,0.04013572,doormat,539,0.036796726,tile roof,858,0.026536517,nail,677,0.016597388,hammer,587,0.01306626,pill bottle,720,0.011542874,bucket,463,0.011104753,paintbrush,696,0.010848375,wine bottle,907,0.009776448
35,35,Image of Cassette Player,Cassette Player,9801,park bench,703,0.084968686,shopping cart,791,0.07098925,picket fence,716,0.05383711,chain,488,0.030047076,swing,843,0.02663034,chainlink fence,489,0.023652334,umbrella,879,0.015759693,folding chair,559,0.013441418,soccer ball,805,0.012857337,tub,876,0.012628512
36,36,Image of Cassette Player,Cassette Player,3004,pill bottle,720,0.48886558,syringe,845,0.10921338,bottlecap,455,0.005591231,fiddler crab,120,0.005351542,garbage truck,569,0.0045162896,alp,970,0.004372882,ashcan,412,0.003546087,Komodo dragon,48,0.0034462954,stage,819,0.0031599074,thimble,855,0.0028991655
37,37,Image of Cassette Player,Cassette Player,3060,patio,706,0.090259455,ballplayer,981,0.06253154,rain barrel,756,0.028615506,park bench,703,0.02589862,baseball,429,0.016341638,swing,843,0.013450895,greenhouse,580,0.012853166,pot,738,0.012712093,ashcan,412,0.0098312795,thatch,853,0.008745374
38,38,Image of Cassette Player,Cassette Player,9240,stone wall,825,0.03673204,bucket,463,0.019093432,shopping cart,791,0.01782032,barn,425,0.017748121,picket fence,716,0.017052418,doormat,539,0.013603317,nail,677,0.012452149,park bench,703,0.012159242,head cabbage,936,0.011737201,castle,483,0.010914419
39,39,Image of Cassette Player,Cassette Player,9657,lens cap,622,0.5842411,manhole cover,640,0.033594258,switch,844,0.014693394,doormat,539,0.009379253,screw,783,0.008790015,bottlecap,455,0.004909744,envelope,549,0.0046115434,modem,662,0.004586427,mailbox,637,0.004152707,combination lock,507,0.0040722
40,40,Image of Cassette Player,Cassette Player,8822,matchstick,644,0.73035896,dung beetle,305,0.009523415,echidna,102,0.0073200245,ant,310,0.0039806673,maze,646,0.003952269,screwdriver,784,0.003938154,walking stick,313,0.0036980363,slug,114,0.0036823987,quill,749,0.0034702981,tobacco shop,860,0.003319457
41,41,Image of Cassette Player,Cassette Player,9272,coil,506,0.119965315,pill bottle,720,0.047917847,plow,730,0.042797945,syringe,845,0.034585956,thimble,855,0.02856782,wall clock,892,0.023842426,wool,911,0.022809334,garbage truck,569,0.021568574,coral reef,973,0.017516509,water bottle,898,0.015570643
42,42,Image of Cassette Player,Cassette Player,8866,sundial,835,0.11562716,brass,458,0.03188967,pedestal,708,0.026217984,ashcan,412,0.025739575,cannon,471,0.023047881,manhole cover,640,0.020534445,maze,646,0.019942638,golf ball,574,0.014860835,rain barrel,756,0.011638653,puck,746,0.008064201
43,43,Image of Cassette Player,Cassette Player,2764,stone wall,825,0.49492568,nail,677,0.01213126,megalith,649,0.009739482,broom,462,0.00905376,guillotine,583,0.0055215764,book jacket,921,0.0054180906,thatch,853,0.0041785846,tray,868,0.0038166512,buckeye,990,0.003498052,scorpion,71,0.0030296464
44,44,Image of Cassette Player,Cassette Player,9268,syringe,845,0.13001513,chainlink fence,489,0.041314032,screwdriver,784,0.040113453,crutch,523,0.017126046,bottlecap,455,0.016285434,shovel,792,0.0138369,alligator lizard,44,0.012125419,hatchet,596,0.01057535,walking stick,313,0.009916522,whiptail,41,0.009850575
45,45,Image of Cassette Player,Cassette Player,5888,pick,714,0.10710953,switch,844,0.042316794,thatch,853,0.029573806,bottlecap,455,0.012712122,remote control,761,0.0067516845,screw,783,0.0060297195,spatula,813,0.0056331297,cleaver,499,0.0052448274,cassette,481,0.004859305,nail,677,0.0047182096
46,46,Image of Cassette Player,Cassette Player,8356,sundial,835,0.1240132,maze,646,0.11163067,manhole cover,640,0.07051683,rain barrel,756,0.06335763,ashcan,412,0.03731657,wall clock,892,0.031484816,shield,787,0.022972064,brass,458,0.019828038,tray,868,0.016386472,analog clock,409,0.012988074
47,47,Image of Cassette Player,Cassette Player,3844,tennis ball,852,0.32759216,bottlecap,455,0.059337575,golf ball,574,0.046414886,ping-pong ball,722,0.041300606,baseball,429,0.030536039,dung beetle,305,0.02495818,acorn,988,0.024735607,lens cap,622,0.01592069,hermit crab,125,0.010769866,soccer ball,805,0.0077471207
48,48,Image of Cassette Player,Cassette Player,2345,tennis ball,852,0.75059545,dung beetle,305,0.015380257,baseball,429,0.014470091,acorn,988,0.0064068,soccer ball,805,0.0049419086,bottlecap,455,0.004591416,ballplayer,981,0.0040425607,ladybug,301,0.003552405,ping-pong ball,722,0.0033521962,car wheel,479,0.0032793554
49,49,Image of Cassette Player,Cassette Player,9490,acorn,988,0.1975606,doormat,539,0.03612296,stone wall,825,0.025738223,strawberry,949,0.013944423,broccoli,937,0.0127614355,ear,998,0.011937756,jackfruit,955,0.010218763,grocery store,582,0.00959601,brain coral,109,0.009365356,strainer,828,0.008384689
50,50,Image of Cassette Player,Cassette Player,6707,breakwater,460,0.11973463,stone wall,825,0.079867095,maze,646,0.05734221,Gila monster,45,0.03141078,buckeye,990,0.02103176,coil,506,0.018103275,megalith,649,0.013110812,beacon,437,0.012441413,lakeside,975,0.011212569,wreck,913,0.01008265
51,51,Image of Cassette Player,Cassette Player,3057,bolo tie,451,0.058743596,syringe,845,0.050329942,pill bottle,720,0.04768725,ashcan,412,0.03792052,bucket,463,0.03550456,thimble,855,0.016129404,padlock,695,0.011798538,plow,730,0.010322065,water bottle,898,0.010205775,garbage truck,569,0.009782643
52,52,Image of Cassette Player,Cassette Player,4676,nail,677,0.03674881,long-horned beetle,303,0.03395677,tennis ball,852,0.032985702,weevil,307,0.031689428,baseball,429,0.019702364,harvestman,70,0.01961147,bottlecap,455,0.01790129,screw,783,0.01751595,ant,310,0.014067984,dung beetle,305,0.013202277
53,53,Image of Cassette Player,Cassette Player,5691,stone wall,825,0.38524866,megalith,649,0.004519053,tile roof,858,0.0037398045,matchstick,644,0.001961645,tray,868,0.0019279682,wool,911,0.0016617476,broom,462,0.0016273508,thatch,853,0.0015754236,grocery store,582,0.0014984218,bucket,463,0.0014557147
54,54,Image of Cassette Player,Cassette Player,7600,dung beetle,305,0.02465559,plow,730,0.018841313,croquet ball,522,0.013862912,echidna,102,0.012695933,hatchet,596,0.012572067,bee eater,92,0.012571383,cock,7,0.009833254,screwdriver,784,0.009099164,hen,8,0.008995006,whiptail,41,0.008031002
55,55,Image of Cassette Player,Cassette Player,4656,doormat,539,0.088733666,ear,998,0.020857422,jackfruit,955,0.019453006,corn,987,0.011194387,bucket,463,0.008800641,acorn,988,0.008537472,sandbar,977,0.00834622,honeycomb,599,0.008034925,swab,840,0.0076929526,wool,911,0.0071860473
56,56,Image of Cassette Player,Cassette Player,4785,thimble,855,0.1788967,pill bottle,720,0.09711292,wine bottle,907,0.037039172,maze,646,0.03499382,beer bottle,440,0.027017154,radio telescope,755,0.021375544,bottlecap,455,0.018922692,pop bottle,737,0.018730292,water bottle,898,0.015617197,coil,506,0.015503023
57,57,Image of Cassette Player,Cassette Player,3956,manhole cover,640,0.5380069,maze,646,0.0058083553,bottlecap,455,0.0054094666,sundial,835,0.002317985,brass,458,0.0018289504,lens cap,622,0.0017052105,barrel,427,0.001546233,box turtle,37,0.001504523,doormat,539,0.0014847899,bucket,463,0.0012649565
58,58,Image of Cassette Player,Cassette Player,9451,ballplayer,981,0.0719319,baseball,429,0.06022233,soccer ball,805,0.03390116,tennis ball,852,0.015941115,golf ball,574,0.015181205,football helmet,560,0.0117355995,lighter,626,0.010812035,Band Aid,419,0.009171685,lens cap,622,0.008483354,switch,844,0.008459574
59,59,Image of Cassette Player,Cassette Player,6788,maze,646,0.5547106,jigsaw puzzle,611,0.011535179,manhole cover,640,0.010044933,coil,506,0.006564627,tennis ball,852,0.0046653193,ashcan,412,0.0031985398,shield,787,0.0029591944,sundial,835,0.0026025379,chain,488,0.0024735464,park bench,703,0.0022057162
60,60,Image of Cassette Player,Cassette Player,4592,cliff dwelling,500,0.1566163,obelisk,682,0.045509268,cliff,972,0.033632606,wall clock,892,0.021488475,nail,677,0.016233478,hook,600,0.015216724,switch,844,0.015096781,paintbrush,696,0.010391526,spotlight,818,0.009665245,syringe,845,0.009038732
61,61,Image of Cassette Player,Cassette Player,8032,syringe,845,0.22675198,garbage truck,569,0.09483051,ashcan,412,0.08221828,ant,310,0.032192614,bee eater,92,0.015366704,chainlink fence,489,0.012549365,pill bottle,720,0.010655229,folding chair,559,0.01026764,Band Aid,419,0.009374785,tennis ball,852,0.009095012
62,62,Image of Cassette Player,Cassette Player,6567,matchstick,644,0.75868315,lumbermill,634,0.08368811,nail,677,0.04442451,stone wall,825,0.0049574017,tray,868,0.0036631234,screw,783,0.0024337017,packet,692,0.002220066,refrigerator,760,0.0021868313,hatchet,596,0.0015410511,piggy bank,719,0.0014477345
63,63,Image of Cassette Player,Cassette Player,9508,sandbar,977,0.034864824,echidna,102,0.034415774,diamondback,67,0.019782001,Gila monster,45,0.01821003,armadillo,363,0.013955516,mailbox,637,0.012553737,baboon,372,0.011899399,dung beetle,305,0.009526229,lakeside,975,0.00879599,rapeseed,984,0.0077724494
64,64,Image of Cassette Player,Cassette Player,6406,ear,998,0.55541205,ant,310,0.06276635,corn,987,0.03232061,head cabbage,936,0.020002166,laptop,620,0.017482817,dung beetle,305,0.006273544,pot,738,0.0052356366,rapeseed,984,0.004627705,vine snake,59,0.0043145693,tick,78,0.0039395895
65,65,Image of Cassette Player,Cassette Player,3123,doormat,539,0.118566655,sandbar,977,0.03943724,dishrag,533,0.022367911,quilt,750,0.017641108,mailbag,636,0.010519792,brain coral,109,0.009818269,wool,911,0.009609968,sleeping bag,797,0.008515228,wallet,893,0.008107978,chain mail,490,0.0072834003
66,66,Image of Cassette Player,Cassette Player,5858,pill bottle,720,0.052470203,padlock,695,0.035577632,nail,677,0.024623645,lumbermill,634,0.016579486,tile roof,858,0.014493279,doormat,539,0.012773591,bucket,463,0.009984033,piggy bank,719,0.0094867,dumbbell,543,0.0068375445,honeycomb,599,0.0059322705
67,67,Image of Cassette Player,Cassette Player,7563,corn,987,0.03697728,bottlecap,455,0.02277168,bucket,463,0.016507488,tennis ball,852,0.015797183,nail,677,0.014397051,ping-pong ball,722,0.010441071,chain,488,0.009924254,ear,998,0.009517109,lens cap,622,0.009197059,terrapin,36,0.009119819
68,68,Image of Cassette Player,Cassette Player,9309,bucket,463,0.026480867,ping-pong ball,722,0.02472925,acorn,988,0.01674071,corn,987,0.01619336,tennis ball,852,0.015891785,conch,112,0.014196704,nail,677,0.013499281,umbrella,879,0.012204844,starfish,327,0.009088223,broom,462,0.008536949
69,69,Image of Cassette Player,Cassette Player,1793,tennis ball,852,0.18562748,soccer ball,805,0.062779896,leatherback turtle,34,0.026920715,acorn,988,0.023588058,golf ball,574,0.022779968,bottlecap,455,0.02216856,bucket,463,0.014938388,ping-pong ball,722,0.010773221,lens cap,622,0.010182484,umbrella,879,0.009957251
70,70,Image of Cassette Player,Cassette Player,7499,jackfruit,955,0.12261437,brain coral,109,0.07656283,doormat,539,0.02843017,honeycomb,599,0.017743908,sandbar,977,0.017312566,coral reef,973,0.010786848,chain mail,490,0.009143431,coral fungus,991,0.0087762205,tile roof,858,0.008694069,strainer,828,0.00481611
71,71,Image of Cassette Player,Cassette Player,5667,doormat,539,0.052167404,pill bottle,720,0.033572074,mortar,666,0.018344885,ptarmigan,81,0.014932456,coil,506,0.013499724,radio telescope,755,0.01289282,plow,730,0.010651079,bald eagle,22,0.009269589,thimble,855,0.0067679705,isopod,126,0.0056154765
72,72,Image of Cassette Player,Cassette Player,3321,manhole cover,640,0.047949053,plow,730,0.032437887,puck,746,0.026351346,croquet ball,522,0.025537003,golf ball,574,0.018497981,bottlecap,455,0.017186362,reel,758,0.016644936,screw,783,0.015787262,nail,677,0.013832914,lens cap,622,0.013055445
73,73,Image of Cassette Player,Cassette Player,7223,maze,646,0.2069483,park bench,703,0.098402105,tennis ball,852,0.05560215,bannister,421,0.012858151,nail,677,0.011582149,pole,733,0.011199985,umbrella,879,0.009975697,sundial,835,0.0083237905,chain,488,0.00791164,plastic bag,728,0.007751648
74,74,Image of Cassette Player,Cassette Player,4248,bottlecap,455,0.72862315,manhole cover,640,0.033210225,screw,783,0.00520245,baseball,429,0.004762286,beer bottle,440,0.0040209964,lens cap,622,0.0036432531,pop bottle,737,0.003098087,thimble,855,0.0026637176,ringneck snake,53,0.0025584688,golf ball,574,0.0021689406
75,75,Image of Cassette Player,Cassette Player,6736,doormat,539,0.22090755,honeycomb,599,0.14445317,chain mail,490,0.04826542,coil,506,0.033422433,nail,677,0.017300365,bottlecap,455,0.014570834,jackfruit,955,0.0139545435,rubber eraser,767,0.010803794,cup,968,0.009730043,lumbermill,634,0.00843018
76,76,Image of Cassette Player,Cassette Player,1915,stone wall,825,0.17965561,nail,677,0.027110053,broom,462,0.026990393,tennis ball,852,0.023342835,acorn,988,0.018601168,bucket,463,0.015848814,doormat,539,0.015714202,tray,868,0.015495404,bottlecap,455,0.014294518,buckeye,990,0.012669521
77,77,Image of Cassette Player,Cassette Player,7106,bubble,971,0.033867586,coho,391,0.02896862,bottlecap,455,0.012518371,diamondback,67,0.012312086,cup,968,0.011672367,ptarmigan,81,0.01143162,acorn,988,0.010644877,beer bottle,440,0.010274021,king penguin,145,0.010227732,king snake,56,0.01003483
78,78,Image of Cassette Player,Cassette Player,2868,tennis ball,852,0.24183093,chainlink fence,489,0.22688079,honeycomb,599,0.018371455,parking meter,704,0.018201742,maze,646,0.016447194,park bench,703,0.008992734,green mamba,64,0.008982365,sidewinder,68,0.006658845,eel,390,0.0056842505,swing,843,0.0052317465
79,79,Image of Cassette Player,Cassette Player,5827,stinkhorn,994,0.16623576,syringe,845,0.15920721,shoe shop,788,0.06580137,shovel,792,0.019074382,screwdriver,784,0.017007194,thimble,855,0.010036,reel,758,0.009638078,ant,310,0.0070569115,hammer,587,0.0068876194,matchstick,644,0.005636212
80,80,Image of Cassette Player,Cassette Player,7425,crutch,523,0.12334171,maze,646,0.08963004,park bench,703,0.047609393,shovel,792,0.022790099,folding chair,559,0.021719512,swing,843,0.01986235,drumstick,542,0.014104269,baseball,429,0.013804523,pole,733,0.01300554,Band Aid,419,0.012928239
81,81,Image of Cassette Player,Cassette Player,5306,sandbar,977,0.16166002,seashore,978,0.037240177,hay,958,0.0330367,tractor,866,0.015710745,lakeside,975,0.013018562,Norfolk terrier,185,0.012739614,rapeseed,984,0.012518061,dung beetle,305,0.009842412,harvester,595,0.009185601,briard,226,0.00567004
82,82,Image of Cassette Player,Cassette Player,8540,tile roof,858,0.1438926,bottlecap,455,0.03910955,manhole cover,640,0.03368785,maze,646,0.033127412,coil,506,0.022620622,binoculars,447,0.019725265,whistle,902,0.011000757,pole,733,0.007962769,chainlink fence,489,0.0075220647,doormat,539,0.00596213
83,83,Image of Cassette Player,Cassette Player,2354,seashore,978,0.122206174,leatherback turtle,34,0.05227548,thatch,853,0.046221904,breakwater,460,0.03676354,ruddy turnstone,139,0.0214143,loggerhead,33,0.020030573,wreck,913,0.018245734,canoe,472,0.017104443,conch,112,0.015339604,acorn,988,0.015329205
84,84,Image of Cassette Player,Cassette Player,1485,soccer ball,805,0.06776445,sidewinder,68,0.050013736,golf ball,574,0.03852194,croquet ball,522,0.023123471,horned viper,66,0.018751392,king snake,56,0.013920609,American egret,132,0.012329925,hognose snake,54,0.011857759,crane bird,134,0.010574765,night snake,60,0.0100337695
85,85,Image of Cassette Player,Cassette Player,4502,plow,730,0.10220284,maze,646,0.06404647,volcano,980,0.023515666,park bench,703,0.015984409,warthog,343,0.011754769,lakeside,975,0.010376024,crutch,523,0.009183127,barrow,428,0.008989729,tarantula,76,0.008949229,Shih-Tzu,155,0.008560064
86,86,Image of Cassette Player,Cassette Player,4533,ant,310,0.064437136,laptop,620,0.0574409,dung beetle,305,0.041409798,ear,998,0.037651263,tarantula,76,0.025989423,head cabbage,936,0.022848705,plow,730,0.018749727,shovel,792,0.016070873,coil,506,0.015978383,tick,78,0.009024608
87,87,Image of Cassette Player,Cassette Player,9511,patio,706,0.108385816,bannister,421,0.0677485,sandbar,977,0.036014773,racket,752,0.03061641,pier,718,0.026495991,pole,733,0.02246413,flagpole,557,0.01506665,lakeside,975,0.014101954,sliding door,799,0.0118916165,worm fence,912,0.011287283
88,88,Image of Cassette Player,Cassette Player,4372,tennis ball,852,0.042892333,golf ball,574,0.040824536,mousetrap,674,0.023339674,syringe,845,0.019984007,vacuum,882,0.016180474,pill bottle,720,0.014964527,remote control,761,0.013890172,ping-pong ball,722,0.012338392,dumbbell,543,0.01228986,lens cap,622,0.008665061
