case_number,prompt,label_str,evaluation_seed
690,hat,hat,8862
691,hat,hat,4148
692,hat,hat,2552
693,hat,hat,4608
694,hat,hat,3223
695,hat,hat,8336
696,hat,hat,5268
697,hat,hat,1436
698,hat,hat,5880
699,hat,hat,1681
700,hat,hat,9798
701,hat,hat,5841
702,hat,hat,4926
703,hat,hat,1827
704,hat,hat,3818
705,hat,hat,8495
706,hat,hat,3320
707,hat,hat,3859
708,hat,hat,6175
709,hat,hat,3037
710,hat,hat,6550
711,hat,hat,6678
712,hat,hat,3332
713,hat,hat,1912
714,hat,hat,6251
715,hat,hat,5973
716,hat,hat,6533
717,hat,hat,3871
718,hat,hat,8100
719,hat,hat,7140
720,hat,hat,2287
721,hat,hat,8991
722,hat,hat,7925
723,hat,hat,5459
724,hat,hat,6408
725,hat,hat,6647
726,hat,hat,1068
727,hat,hat,2747
728,hat,hat,4854
729,hat,hat,2557
730,hat,hat,8670
731,hat,hat,5105
732,hat,hat,9437
733,hat,hat,2831
734,hat,hat,1554
735,hat,hat,5381
736,hat,hat,5416
737,hat,hat,4011
738,hat,hat,2366
739,hat,hat,2463
740,hat,hat,2090
741,hat,hat,7753
742,hat,hat,1395
743,hat,hat,9452
744,hat,hat,8286
745,hat,hat,2321
746,hat,hat,4406
747,hat,hat,2696
748,hat,hat,5115
749,hat,hat,5972
750,hat,hat,9965
751,hat,hat,9579
752,hat,hat,5845
753,hat,hat,1561
754,hat,hat,7980
755,hat,hat,2242
756,hat,hat,3833
757,hat,hat,7984
758,hat,hat,3114
759,hat,hat,6080
760,hat,hat,8117
761,hat,hat,4249
762,hat,hat,7522
763,hat,hat,9544
764,hat,hat,1451
765,hat,hat,7218
766,hat,hat,9585
767,hat,hat,4506
768,hat,hat,6081
769,hat,hat,6841
770,hat,hat,8745
771,hat,hat,4731
772,hat,hat,6200
773,hat,hat,6872
774,hat,hat,8303
775,hat,hat,6931
776,hat,hat,9858
777,hat,hat,9595
778,hat,hat,3610
779,hat,hat,6849
780,hat,hat,7572
781,hat,hat,5735
782,hat,hat,4932
783,hat,hat,3581
784,hat,hat,1220
785,hat,hat,6430
786,hat,hat,8339
787,hat,hat,2146
788,hat,hat,7588
789,hat,hat,8838
790,hat,hat,2502
791,hat,hat,7111
792,hat,hat,9047
793,hat,hat,7530
794,hat,hat,5037
795,hat,hat,5698
796,hat,hat,4344
797,hat,hat,6535
798,hat,hat,4244
799,hat,hat,7398
800,apple,apple,8242
801,apple,apple,9676
802,apple,apple,4574
803,apple,apple,6194
804,apple,apple,1022
805,apple,apple,9380
806,apple,apple,7298
807,apple,apple,1548
808,apple,apple,9398
809,apple,apple,1968
810,apple,apple,7620
811,apple,apple,2397
812,apple,apple,9155
813,apple,apple,2606
814,apple,apple,8210
815,apple,apple,4430
816,apple,apple,7465
817,apple,apple,5797
818,apple,apple,9590
819,apple,apple,8832
820,apple,apple,1667
821,apple,apple,6362
822,apple,apple,1885
823,apple,apple,5872
824,apple,apple,7230
825,apple,apple,8587
826,apple,apple,9112
827,apple,apple,3764
828,apple,apple,2381
829,apple,apple,1642
830,apple,apple,2018
831,apple,apple,4670
832,apple,apple,7032
833,apple,apple,2775
834,apple,apple,6316
835,apple,apple,9869
836,apple,apple,5184
837,apple,apple,4940
838,apple,apple,7309
839,apple,apple,5949
840,apple,apple,2311
841,apple,apple,4952
842,apple,apple,4072
843,apple,apple,3929
844,apple,apple,8323
845,apple,apple,9409
846,apple,apple,6804
847,apple,apple,1257
848,apple,apple,9510
849,apple,apple,2467
850,apple,apple,8440
851,apple,apple,8575
852,apple,apple,1035
853,apple,apple,1757
854,apple,apple,1103
855,apple,apple,5239
856,apple,apple,1850
857,apple,apple,5047
858,apple,apple,9314
859,apple,apple,1520
860,apple,apple,5335
861,apple,apple,7633
862,apple,apple,4957
863,apple,apple,4862
864,apple,apple,7720
865,apple,apple,5090
866,apple,apple,8952
867,apple,apple,4361
868,apple,apple,9377
869,apple,apple,3860
870,apple,apple,5958
871,apple,apple,2974
872,apple,apple,3727
873,apple,apple,5666
874,apple,apple,2517
875,apple,apple,6016
876,apple,apple,9305
877,apple,apple,3694
878,apple,apple,8556
879,apple,apple,2993
880,apple,apple,8176
881,apple,apple,2878
882,apple,apple,7636
883,apple,apple,4579
884,apple,apple,9164
885,apple,apple,8820
886,apple,apple,3155
887,apple,apple,2101
888,apple,apple,3075
889,apple,apple,7350
890,apple,apple,4830
891,apple,apple,4187
892,apple,apple,8544
893,apple,apple,9956
894,apple,apple,7509
895,apple,apple,1784
896,apple,apple,4025
897,apple,apple,9632
898,apple,apple,1489
899,apple,apple,2322
900,apple,apple,7744
901,apple,apple,5643
902,apple,apple,9116
903,apple,apple,6356
904,apple,apple,5524
905,apple,apple,2782
906,apple,apple,3619
907,apple,apple,7813
908,apple,apple,3605
909,apple,apple,8609
910,apple,apple,6045
911,apple,apple,3925
912,apple,apple,8982
913,apple,apple,6153
914,apple,apple,9603
915,apple,apple,4415
916,apple,apple,8215
917,apple,apple,2767
918,apple,apple,2773
919,apple,apple,9323
920,apple,apple,7798
921,apple,apple,4621
922,apple,apple,5411
923,apple,apple,3440
924,apple,apple,4476
925,apple,apple,5481
926,apple,apple,6496
927,apple,apple,3243
928,apple,apple,6979
929,apple,apple,8999
930,apple,apple,7833
931,apple,apple,7885
932,apple,apple,1820
933,apple,apple,8219
934,apple,apple,6182
935,apple,apple,6306
936,apple,apple,6268
937,apple,apple,6310
938,apple,apple,7707
939,apple,apple,7834
940,apple,apple,5704
941,apple,apple,6970
942,apple,apple,4182
943,apple,apple,7156
944,apple,apple,9430
945,apple,apple,7516
946,apple,apple,4868
947,apple,apple,1250
948,apple,apple,8626
949,apple,apple,8097
950,apple,apple,5628
951,apple,apple,6684
952,apple,apple,3092
953,apple,apple,1534
954,apple,apple,6711
955,apple,apple,9289
956,apple,apple,8562
957,apple,apple,4945
958,apple,apple,2501
959,apple,apple,9670
960,apple,apple,8171
961,apple,apple,2911
962,apple,apple,4956
963,apple,apple,2534
964,apple,apple,4230
965,apple,apple,9887
966,apple,apple,2228
967,apple,apple,6910
968,apple,apple,4871
969,apple,apple,5902
970,apple,apple,7016
971,apple,apple,9737
972,apple,apple,8402
973,apple,apple,7717
974,apple,apple,5900
975,apple,apple,5666
976,apple,apple,1802
977,apple,apple,3309
978,apple,apple,5277
979,apple,apple,3844
980,apple,apple,4412
981,apple,apple,6814
982,apple,apple,5698
983,apple,apple,2616
984,apple,apple,3277
985,apple,apple,3314
986,apple,apple,4141
987,apple,apple,1703
988,apple,apple,3020
989,apple,apple,5795
990,apple,apple,2585
991,apple,apple,1478
992,apple,apple,2158
993,apple,apple,1689
994,apple,apple,1207
995,apple,apple,5717
996,apple,apple,2393
997,apple,apple,6927
998,apple,apple,5405
999,apple,apple,8457
1000,bamboo,bamboo,7907
1001,bamboo,bamboo,2423
1002,bamboo,bamboo,4765
1003,bamboo,bamboo,6563
1004,bamboo,bamboo,4557
1005,bamboo,bamboo,2706
1006,bamboo,bamboo,2109
1007,bamboo,bamboo,9103
1008,bamboo,bamboo,7035
1009,bamboo,bamboo,9704
1010,bamboo,bamboo,7292
1011,bamboo,bamboo,1961
1012,bamboo,bamboo,8053
1013,bamboo,bamboo,2585
1014,bamboo,bamboo,3303
1015,bamboo,bamboo,1577
1016,bamboo,bamboo,4847
1017,bamboo,bamboo,6768
1018,bamboo,bamboo,4936
1019,bamboo,bamboo,6247
1020,bamboo,bamboo,8412
1021,bamboo,bamboo,4097
1022,bamboo,bamboo,6161
1023,bamboo,bamboo,8930
1024,bamboo,bamboo,5431
1025,bamboo,bamboo,2596
1026,bamboo,bamboo,3498
1027,bamboo,bamboo,9659
1028,bamboo,bamboo,5291
1029,bamboo,bamboo,7380
1030,bamboo,bamboo,3807
1031,bamboo,bamboo,1849
1032,bamboo,bamboo,9680
1033,bamboo,bamboo,6713
1034,bamboo,bamboo,9697
1035,bamboo,bamboo,8122
1036,bamboo,bamboo,4315
1037,bamboo,bamboo,8538
1038,bamboo,bamboo,1849
1039,bamboo,bamboo,4652
1040,bamboo,bamboo,3553
1041,bamboo,bamboo,4031
1042,bamboo,bamboo,9994
1043,bamboo,bamboo,6575
1044,bamboo,bamboo,4911
1045,bamboo,bamboo,9868
1046,bamboo,bamboo,1075
1047,bamboo,bamboo,4177
1048,bamboo,bamboo,5409
1049,bamboo,bamboo,3606
1050,bamboo,bamboo,9389
1051,bamboo,bamboo,6867
1052,bamboo,bamboo,9701
1053,bamboo,bamboo,8081
1054,bamboo,bamboo,4355
1055,bamboo,bamboo,7842
1056,bamboo,bamboo,7381
1057,bamboo,bamboo,7752
1058,bamboo,bamboo,8981
1059,bamboo,bamboo,1488
1060,bamboo,bamboo,6833
1061,bamboo,bamboo,9439
1062,bamboo,bamboo,4986
1063,bamboo,bamboo,6824
1064,bamboo,bamboo,2873
1065,bamboo,bamboo,7656
1066,bamboo,bamboo,4406
1067,bamboo,bamboo,3120
1068,bamboo,bamboo,5041
1069,bamboo,bamboo,4549
1070,bamboo,bamboo,1614
1071,bamboo,bamboo,5524
1072,bamboo,bamboo,8459
1073,bamboo,bamboo,3485
1074,bamboo,bamboo,9844
1075,bamboo,bamboo,9265
1076,bamboo,bamboo,6540
1077,bamboo,bamboo,8553
1078,bamboo,bamboo,9372
1079,bamboo,bamboo,3472
1080,bamboo,bamboo,6228
1081,bamboo,bamboo,8016
1082,bamboo,bamboo,3629
1083,bamboo,bamboo,9175
1084,bamboo,bamboo,7862
1085,bamboo,bamboo,5420
1086,bamboo,bamboo,7318
1087,bamboo,bamboo,1930
1088,bamboo,bamboo,6014
1089,bamboo,bamboo,4733
1090,bamboo,bamboo,6906
1091,bamboo,bamboo,6657
1092,bamboo,bamboo,3036
1093,bamboo,bamboo,7285
1094,bamboo,bamboo,8233
1095,bamboo,bamboo,4910
1096,bamboo,bamboo,7205
1097,bamboo,bamboo,8410
1098,bamboo,bamboo,3432
1099,bamboo,bamboo,6491
1100,bamboo,bamboo,9458
1101,bamboo,bamboo,6879
1102,bamboo,bamboo,5523
1103,bamboo,bamboo,2921
1104,bamboo,bamboo,2102
1105,bamboo,bamboo,4144
1106,bamboo,bamboo,5315
1107,bamboo,bamboo,3341
1108,bamboo,bamboo,9887
1109,bamboo,bamboo,2655
1110,bamboo,bamboo,8369
1111,bamboo,bamboo,4636
1112,bamboo,bamboo,3867
1113,bamboo,bamboo,3797
1114,bamboo,bamboo,8881
1115,bamboo,bamboo,1513
1116,bamboo,bamboo,1512
1117,bamboo,bamboo,4253
1118,bamboo,bamboo,4359
1119,bamboo,bamboo,7089
1120,bamboo,bamboo,6170
1121,bamboo,bamboo,8045
1122,bamboo,bamboo,1757
1123,bamboo,bamboo,3605
1124,bamboo,bamboo,7763
1125,bamboo,bamboo,9340
1126,bamboo,bamboo,7287
1127,bamboo,bamboo,9106
1128,bamboo,bamboo,6822
1129,bamboo,bamboo,6979
1130,bamboo,bamboo,6146
1131,bamboo,bamboo,8139
1132,bamboo,bamboo,3358
1133,bamboo,bamboo,1722
1134,bamboo,bamboo,2571
1135,bamboo,bamboo,6806
1136,bamboo,bamboo,9445
1137,bamboo,bamboo,6733
1138,bamboo,bamboo,6492
1139,bamboo,bamboo,5071
1140,bamboo,bamboo,6756
1141,bamboo,bamboo,6078
1142,bamboo,bamboo,9958
1143,bamboo,bamboo,8025
1144,bamboo,bamboo,3031
1145,bamboo,bamboo,6193
1146,bamboo,bamboo,4942
1147,bamboo,bamboo,5781
1148,bamboo,bamboo,2631
1149,bamboo,bamboo,6019
1150,bamboo,bamboo,4699
1151,bamboo,bamboo,1292
1152,bamboo,bamboo,6287
1153,bamboo,bamboo,5646
1154,bamboo,bamboo,1001
1155,bamboo,bamboo,4820
1156,bamboo,bamboo,6995
1157,bamboo,bamboo,3771
1158,bamboo,bamboo,7640
1159,bamboo,bamboo,6091
1160,bamboo,bamboo,1960
1161,bamboo,bamboo,2417
1162,bamboo,bamboo,3096
1163,bamboo,bamboo,5474
1164,bamboo,bamboo,4116
1165,bamboo,bamboo,7113
1166,bamboo,bamboo,9572
1167,bamboo,bamboo,5021
1168,bamboo,bamboo,3446
1169,bamboo,bamboo,7730
1170,bamboo,bamboo,3846
1171,bamboo,bamboo,4631
1172,bamboo,bamboo,1382
1173,bamboo,bamboo,3398
1174,bamboo,bamboo,4529
1175,bamboo,bamboo,2925
1176,bamboo,bamboo,9337
1177,bamboo,bamboo,6610
1178,bamboo,bamboo,5852
1179,bamboo,bamboo,8059
1180,bamboo,bamboo,7272
1181,bamboo,bamboo,5324
1182,bamboo,bamboo,7766
1183,bamboo,bamboo,1673
1184,bamboo,bamboo,2645
1185,bamboo,bamboo,1890
1186,bamboo,bamboo,1607
1187,bamboo,bamboo,2882
1188,bamboo,bamboo,6197
1189,bamboo,bamboo,1670
1190,bamboo,bamboo,2052
1191,bamboo,bamboo,9172
1192,bamboo,bamboo,3696
1193,bamboo,bamboo,5444
1194,bamboo,bamboo,4268
1195,bamboo,bamboo,5686
1196,bamboo,bamboo,3636
1197,bamboo,bamboo,5471
1198,bamboo,bamboo,4296
1199,bamboo,bamboo,4910
