case_number,prompt,label_str,evaluation_seed
664,boat,boat,1119
665,boat,boat,4832
666,boat,boat,4778
667,boat,boat,5065
668,boat,boat,3290
669,boat,boat,5498
670,boat,boat,9855
671,boat,boat,5915
672,boat,boat,9810
673,boat,boat,3829
674,boat,boat,8411
675,boat,boat,9085
676,boat,boat,2101
677,boat,boat,2660
678,boat,boat,6100
679,boat,boat,3992
680,boat,boat,1992
681,boat,boat,8926
682,boat,boat,9349
683,boat,boat,7223
684,boat,boat,8778
685,boat,boat,3991
686,boat,boat,7119
687,boat,boat,6397
688,boat,boat,2383
689,boat,boat,9553
690,boat,boat,8862
691,boat,boat,4148
692,boat,boat,2552
693,boat,boat,4608
694,boat,boat,3223
695,boat,boat,8336
696,boat,boat,5268
697,boat,boat,1436
698,boat,boat,5880
699,boat,boat,1681
700,boat,boat,9798
701,boat,boat,5841
702,boat,boat,4926
703,boat,boat,1827
704,boat,boat,3818
705,boat,boat,8495
706,boat,boat,3320
707,boat,boat,3859
708,boat,boat,6175
709,boat,boat,3037
710,boat,boat,6550
711,boat,boat,6678
712,boat,boat,3332
713,boat,boat,1912
714,boat,boat,6251
715,boat,boat,5973
716,boat,boat,6533
717,boat,boat,3871
718,boat,boat,8100
719,boat,boat,7140
720,boat,boat,2287
721,boat,boat,8991
722,boat,boat,7925
723,boat,boat,5459
724,boat,boat,6408
725,boat,boat,6647
726,boat,boat,1068
727,boat,boat,2747
728,boat,boat,4854
729,boat,boat,2557
730,boat,boat,8670
731,boat,boat,5105
732,boat,boat,9437
733,boat,boat,2831
734,boat,boat,1554
735,boat,boat,5381
736,boat,boat,5416
737,boat,boat,4011
738,boat,boat,2366
739,boat,boat,2463
740,boat,boat,2090
741,boat,boat,7753
742,boat,boat,1395
743,boat,boat,9452
744,boat,boat,8286
745,boat,boat,2321
746,boat,boat,4406
747,boat,boat,2696
748,boat,boat,5115
749,boat,boat,5972
750,boat,boat,9965
751,boat,boat,9579
752,boat,boat,5845
753,boat,boat,1561
754,boat,boat,7980
755,boat,boat,2242
756,boat,boat,3833
757,boat,boat,7984
758,boat,boat,3114
759,boat,boat,6080
760,boat,boat,8117
761,boat,boat,4249
762,boat,boat,7522
763,boat,boat,9544
764,boat,boat,1451
765,boat,boat,7218
766,boat,boat,9585
767,boat,boat,4506
768,boat,boat,6081
769,boat,boat,6841
770,boat,boat,8745
771,boat,boat,4731
772,boat,boat,6200
773,boat,boat,6872
774,boat,boat,8303
775,boat,boat,6931
776,boat,boat,9858
777,boat,boat,9595
778,boat,boat,3610
779,boat,boat,6849
780,boat,boat,7572
781,boat,boat,5735
782,boat,boat,4932
783,boat,boat,3581
784,boat,boat,1220
785,boat,boat,6430
786,boat,boat,8339
787,boat,boat,2146
788,boat,boat,7588
789,boat,boat,8838
790,boat,boat,2502
791,boat,boat,7111
792,boat,boat,9047
793,boat,boat,7530
794,boat,boat,5037
795,boat,boat,5698
796,boat,boat,4344
797,boat,boat,6535
798,boat,boat,4244
799,boat,boat,7398
800,lexus,lexus,8242
801,lexus,lexus,9676
802,lexus,lexus,4574
803,lexus,lexus,6194
804,lexus,lexus,1022
805,lexus,lexus,9380
806,lexus,lexus,7298
807,lexus,lexus,1548
808,lexus,lexus,9398
809,lexus,lexus,1968
810,lexus,lexus,7620
811,lexus,lexus,2397
812,lexus,lexus,9155
813,lexus,lexus,2606
814,lexus,lexus,8210
815,lexus,lexus,4430
816,lexus,lexus,7465
817,lexus,lexus,5797
818,lexus,lexus,9590
819,lexus,lexus,8832
820,lexus,lexus,1667
821,lexus,lexus,6362
822,lexus,lexus,1885
823,lexus,lexus,5872
824,lexus,lexus,7230
825,lexus,lexus,8587
826,lexus,lexus,9112
827,lexus,lexus,3764
828,lexus,lexus,2381
829,lexus,lexus,1642
830,lexus,lexus,2018
831,lexus,lexus,4670
832,lexus,lexus,7032
833,lexus,lexus,2775
834,lexus,lexus,6316
835,lexus,lexus,9869
836,lexus,lexus,5184
837,lexus,lexus,4940
838,lexus,lexus,7309
839,lexus,lexus,5949
840,lexus,lexus,2311
841,lexus,lexus,4952
842,lexus,lexus,4072
843,lexus,lexus,3929
844,lexus,lexus,8323
845,lexus,lexus,9409
846,lexus,lexus,6804
847,lexus,lexus,1257
848,lexus,lexus,9510
849,lexus,lexus,2467
850,lexus,lexus,8440
851,lexus,lexus,8575
852,lexus,lexus,1035
853,lexus,lexus,1757
854,lexus,lexus,1103
855,lexus,lexus,5239
856,lexus,lexus,1850
857,lexus,lexus,5047
858,lexus,lexus,9314
859,lexus,lexus,1520
860,lexus,lexus,5335
861,lexus,lexus,7633
862,lexus,lexus,4957
863,lexus,lexus,4862
864,lexus,lexus,7720
865,lexus,lexus,5090
866,lexus,lexus,8952
867,lexus,lexus,4361
868,lexus,lexus,9377
869,lexus,lexus,3860
870,lexus,lexus,5958
871,lexus,lexus,2974
872,lexus,lexus,3727
873,lexus,lexus,5666
874,lexus,lexus,2517
875,lexus,lexus,6016
876,lexus,lexus,9305
877,lexus,lexus,3694
878,lexus,lexus,8556
879,lexus,lexus,2993
880,lexus,lexus,8176
881,lexus,lexus,2878
882,lexus,lexus,7636
883,lexus,lexus,4579
884,lexus,lexus,9164
885,lexus,lexus,8820
886,lexus,lexus,3155
887,lexus,lexus,2101
888,lexus,lexus,3075
889,lexus,lexus,7350
890,lexus,lexus,4830
891,lexus,lexus,4187
892,lexus,lexus,8544
893,lexus,lexus,9956
894,lexus,lexus,7509
895,lexus,lexus,1784
896,lexus,lexus,4025
897,lexus,lexus,9632
898,lexus,lexus,1489
899,lexus,lexus,2322
900,lexus,lexus,7744
901,lexus,lexus,5643
902,lexus,lexus,9116
903,lexus,lexus,6356
904,lexus,lexus,5524
905,lexus,lexus,2782
906,lexus,lexus,3619
907,lexus,lexus,7813
908,lexus,lexus,3605
909,lexus,lexus,8609
910,lexus,lexus,6045
911,lexus,lexus,3925
912,lexus,lexus,8982
913,lexus,lexus,6153
914,lexus,lexus,9603
915,lexus,lexus,4415
916,lexus,lexus,8215
917,lexus,lexus,2767
918,lexus,lexus,2773
919,lexus,lexus,9323
920,lexus,lexus,7798
921,lexus,lexus,4621
922,lexus,lexus,5411
923,lexus,lexus,3440
924,lexus,lexus,4476
925,lexus,lexus,5481
926,lexus,lexus,6496
927,lexus,lexus,3243
928,lexus,lexus,6979
929,lexus,lexus,8999
930,lexus,lexus,7833
931,lexus,lexus,7885
932,lexus,lexus,1820
933,lexus,lexus,8219
934,lexus,lexus,6182
935,lexus,lexus,6306
936,lexus,lexus,6268
937,lexus,lexus,6310
938,lexus,lexus,7707
939,lexus,lexus,7834
940,lexus,lexus,5704
941,lexus,lexus,6970
942,lexus,lexus,4182
943,lexus,lexus,7156
944,lexus,lexus,9430
945,lexus,lexus,7516
946,lexus,lexus,4868
947,lexus,lexus,1250
948,lexus,lexus,8626
949,lexus,lexus,8097
950,lexus,lexus,5628
951,lexus,lexus,6684
952,lexus,lexus,3092
953,lexus,lexus,1534
954,lexus,lexus,6711
955,lexus,lexus,9289
956,lexus,lexus,8562
957,lexus,lexus,4945
958,lexus,lexus,2501
959,lexus,lexus,9670
960,lexus,lexus,8171
961,lexus,lexus,2911
962,lexus,lexus,4956
963,lexus,lexus,2534
964,lexus,lexus,4230
965,lexus,lexus,9887
966,lexus,lexus,2228
967,lexus,lexus,6910
968,lexus,lexus,4871
969,lexus,lexus,5902
970,lexus,lexus,7016
971,lexus,lexus,9737
972,lexus,lexus,8402
973,lexus,lexus,7717
974,lexus,lexus,5900
975,lexus,lexus,5666
976,lexus,lexus,1802
977,lexus,lexus,3309
978,lexus,lexus,5277
979,lexus,lexus,3844
980,lexus,lexus,4412
981,lexus,lexus,6814
982,lexus,lexus,5698
983,lexus,lexus,2616
984,lexus,lexus,3277
985,lexus,lexus,3314
986,lexus,lexus,4141
987,lexus,lexus,1703
988,lexus,lexus,3020
989,lexus,lexus,5795
990,lexus,lexus,2585
991,lexus,lexus,1478
992,lexus,lexus,2158
993,lexus,lexus,1689
994,lexus,lexus,1207
995,lexus,lexus,5717
996,lexus,lexus,2393
997,lexus,lexus,6927
998,lexus,lexus,5405
999,lexus,lexus,8457
1000,money,money,7907
1001,money,money,2423
1002,money,money,4765
1003,money,money,6563
1004,money,money,4557
1005,money,money,2706
1006,money,money,2109
1007,money,money,9103
1008,money,money,7035
1009,money,money,9704
1010,money,money,7292
1011,money,money,1961
1012,money,money,8053
1013,money,money,2585
1014,money,money,3303
1015,money,money,1577
1016,money,money,4847
1017,money,money,6768
1018,money,money,4936
1019,money,money,6247
1020,money,money,8412
1021,money,money,4097
1022,money,money,6161
1023,money,money,8930
1024,money,money,5431
1025,money,money,2596
1026,money,money,3498
1027,money,money,9659
1028,money,money,5291
1029,money,money,7380
1030,money,money,3807
1031,money,money,1849
1032,money,money,9680
1033,money,money,6713
1034,money,money,9697
1035,money,money,8122
1036,money,money,4315
1037,money,money,8538
1038,money,money,1849
1039,money,money,4652
1040,money,money,3553
1041,money,money,4031
1042,money,money,9994
1043,money,money,6575
1044,money,money,4911
1045,money,money,9868
1046,money,money,1075
1047,money,money,4177
1048,money,money,5409
1049,money,money,3606
1050,money,money,9389
1051,money,money,6867
1052,money,money,9701
1053,money,money,8081
1054,money,money,4355
1055,money,money,7842
1056,money,money,7381
1057,money,money,7752
1058,money,money,8981
1059,money,money,1488
1060,money,money,6833
1061,money,money,9439
1062,money,money,4986
1063,money,money,6824
1064,money,money,2873
1065,money,money,7656
1066,money,money,4406
1067,money,money,3120
1068,money,money,5041
1069,money,money,4549
1070,money,money,1614
1071,money,money,5524
1072,money,money,8459
1073,money,money,3485
1074,money,money,9844
1075,money,money,9265
1076,money,money,6540
1077,money,money,8553
1078,money,money,9372
1079,money,money,3472
1080,money,money,6228
1081,money,money,8016
1082,money,money,3629
1083,money,money,9175
1084,money,money,7862
1085,money,money,5420
1086,money,money,7318
1087,money,money,1930
1088,money,money,6014
1089,money,money,4733
1090,money,money,6906
1091,money,money,6657
1092,money,money,3036
1093,money,money,7285
1094,money,money,8233
1095,money,money,4910
1096,money,money,7205
1097,money,money,8410
1098,money,money,3432
1099,money,money,6491
1100,money,money,9458
1101,money,money,6879
1102,money,money,5523
1103,money,money,2921
1104,money,money,2102
1105,money,money,4144
1106,money,money,5315
1107,money,money,3341
1108,money,money,9887
1109,money,money,2655
1110,money,money,8369
1111,money,money,4636
1112,money,money,3867
1113,money,money,3797
1114,money,money,8881
1115,money,money,1513
1116,money,money,1512
1117,money,money,4253
1118,money,money,4359
1119,money,money,7089
1120,money,money,6170
1121,money,money,8045
1122,money,money,1757
1123,money,money,3605
1124,money,money,7763
1125,money,money,9340
1126,money,money,7287
1127,money,money,9106
1128,money,money,6822
1129,money,money,6979
1130,money,money,6146
1131,money,money,8139
1132,money,money,3358
1133,money,money,1722
1134,money,money,2571
1135,money,money,6806
1136,money,money,9445
1137,money,money,6733
1138,money,money,6492
1139,money,money,5071
1140,money,money,6756
1141,money,money,6078
1142,money,money,9958
1143,money,money,8025
1144,money,money,3031
1145,money,money,6193
1146,money,money,4942
1147,money,money,5781
1148,money,money,2631
1149,money,money,6019
1150,money,money,4699
1151,money,money,1292
1152,money,money,6287
1153,money,money,5646
1154,money,money,1001
1155,money,money,4820
1156,money,money,6995
1157,money,money,3771
1158,money,money,7640
1159,money,money,6091
1160,money,money,1960
1161,money,money,2417
1162,money,money,3096
1163,money,money,5474
1164,money,money,4116
1165,money,money,7113
1166,money,money,9572
1167,money,money,5021
1168,money,money,3446
1169,money,money,7730
1170,money,money,3846
1171,money,money,4631
1172,money,money,1382
1173,money,money,3398
1174,money,money,4529
1175,money,money,2925
1176,money,money,9337
1177,money,money,6610
1178,money,money,5852
1179,money,money,8059
1180,money,money,7272
1181,money,money,5324
1182,money,money,7766
1183,money,money,1673
1184,money,money,2645
1185,money,money,1890
1186,money,money,1607
1187,money,money,2882
1188,money,money,6197
1189,money,money,1670
1190,money,money,2052
1191,money,money,9172
1192,money,money,3696
1193,money,money,5444
1194,money,money,4268
1195,money,money,5686
1196,money,money,3636
1197,money,money,5471
1198,money,money,4296
1199,money,money,4910
1200,banana,banana,4799
1201,banana,banana,9290
1202,banana,banana,9706
1203,banana,banana,2516
1204,banana,banana,7620
1205,banana,banana,6991
1206,banana,banana,7211
1207,banana,banana,9074
1208,banana,banana,2427
1209,banana,banana,5186
1210,banana,banana,8155
1211,banana,banana,3806
1212,banana,banana,6110
