case_number,prompt,label_str,evaluation_seed
327,garbage truck,garbage truck,7239
328,garbage truck,garbage truck,2162
329,garbage truck,garbage truck,1265
330,garbage truck,garbage truck,5832
331,garbage truck,garbage truck,5528
332,garbage truck,garbage truck,1867
333,garbage truck,garbage truck,1311
334,garbage truck,garbage truck,8908
335,garbage truck,garbage truck,1179
336,garbage truck,garbage truck,8192
337,garbage truck,garbage truck,3782
338,garbage truck,garbage truck,6348
339,garbage truck,garbage truck,7648
340,garbage truck,garbage truck,8823
341,garbage truck,garbage truck,4344
342,garbage truck,garbage truck,6122
343,garbage truck,garbage truck,9073
344,garbage truck,garbage truck,7277
345,garbage truck,garbage truck,1640
346,garbage truck,garbage truck,2639
347,garbage truck,garbage truck,3137
348,garbage truck,garbage truck,1912
349,garbage truck,garbage truck,5091
350,garbage truck,garbage truck,9691
351,garbage truck,garbage truck,5587
352,garbage truck,garbage truck,8685
353,garbage truck,garbage truck,5873
354,garbage truck,garbage truck,3024
355,garbage truck,garbage truck,3891
356,garbage truck,garbage truck,4397
357,garbage truck,garbage truck,9751
358,garbage truck,garbage truck,4382
359,garbage truck,garbage truck,1089
360,garbage truck,garbage truck,1771
361,garbage truck,garbage truck,9260
362,garbage truck,garbage truck,1281
363,garbage truck,garbage truck,1280
364,garbage truck,garbage truck,7543
365,garbage truck,garbage truck,1232
366,garbage truck,garbage truck,7238
367,garbage truck,garbage truck,5256
368,garbage truck,garbage truck,7848
369,garbage truck,garbage truck,4828
370,garbage truck,garbage truck,5533
371,garbage truck,garbage truck,4791
372,garbage truck,garbage truck,6402
373,garbage truck,garbage truck,5828
374,garbage truck,garbage truck,8309
375,garbage truck,garbage truck,3680
376,garbage truck,garbage truck,9448
377,garbage truck,garbage truck,3268
378,garbage truck,garbage truck,1176
379,garbage truck,garbage truck,3822
380,garbage truck,garbage truck,8495
381,garbage truck,garbage truck,4679
382,garbage truck,garbage truck,8308
383,garbage truck,garbage truck,8498
384,garbage truck,garbage truck,8746
385,garbage truck,garbage truck,3071
386,garbage truck,garbage truck,3442
387,garbage truck,garbage truck,4141
388,garbage truck,garbage truck,2525
389,garbage truck,garbage truck,5586
390,garbage truck,garbage truck,5519
391,garbage truck,garbage truck,3177
392,garbage truck,garbage truck,7176
393,garbage truck,garbage truck,6874
394,garbage truck,garbage truck,3627
395,garbage truck,garbage truck,9206
396,garbage truck,garbage truck,8010
397,garbage truck,garbage truck,6912
398,garbage truck,garbage truck,1206
399,garbage truck,garbage truck,4504
400,a photo,a photo,4101
401,a photo,a photo,5827
402,a photo,a photo,9826
403,a photo,a photo,8867
404,a photo,a photo,7432
405,a photo,a photo,5390
406,a photo,a photo,2362
407,a photo,a photo,4842
408,a photo,a photo,5739
409,a photo,a photo,5859
410,a photo,a photo,7887
411,a photo,a photo,9370
412,a photo,a photo,7094
413,a photo,a photo,6380
414,a photo,a photo,3886
415,a photo,a photo,3092
416,a photo,a photo,9492
417,a photo,a photo,3334
418,a photo,a photo,4002
419,a photo,a photo,2039
420,a photo,a photo,3344
421,a photo,a photo,1180
422,a photo,a photo,6281
423,a photo,a photo,8965
424,a photo,a photo,6738
425,a photo,a photo,4698
426,a photo,a photo,3833
427,a photo,a photo,1831
428,a photo,a photo,8226
429,a photo,a photo,4908
430,a photo,a photo,1568
431,a photo,a photo,9680
432,a photo,a photo,1669
433,a photo,a photo,6037
434,a photo,a photo,1296
435,a photo,a photo,4322
436,a photo,a photo,2619
437,a photo,a photo,8812
438,a photo,a photo,8878
439,a photo,a photo,7858
440,a photo,a photo,2999
441,a photo,a photo,7056
442,a photo,a photo,1732
443,a photo,a photo,7671
444,a photo,a photo,3279
445,a photo,a photo,5728
446,a photo,a photo,9058
447,a photo,a photo,1366
448,a photo,a photo,7499
449,a photo,a photo,2336
450,a photo,a photo,4406
451,a photo,a photo,7325
452,a photo,a photo,4236
453,a photo,a photo,6795
454,a photo,a photo,3007
455,a photo,a photo,7181
456,a photo,a photo,4496
457,a photo,a photo,7038
458,a photo,a photo,7332
459,a photo,a photo,5927
460,a photo,a photo,5803
461,a photo,a photo,1383
462,a photo,a photo,9888
463,a photo,a photo,2106
464,a photo,a photo,3462
465,a photo,a photo,9086
466,a photo,a photo,2003
467,a photo,a photo,8077
468,a photo,a photo,6037
469,a photo,a photo,4255
470,a photo,a photo,1612
471,a photo,a photo,2465
472,a photo,a photo,4830
473,a photo,a photo,1678
474,a photo,a photo,1223
475,a photo,a photo,3786
476,a photo,a photo,5381
477,a photo,a photo,4276
478,a photo,a photo,1142
479,a photo,a photo,5817
480,a photo,a photo,8781
481,a photo,a photo,1050
482,a photo,a photo,3433
483,a photo,a photo,5947
484,a photo,a photo,5041
485,a photo,a photo,5409
486,a photo,a photo,5856
487,a photo,a photo,2166
488,a photo,a photo,5843
489,a photo,a photo,3469
490,a photo,a photo,6047
491,a photo,a photo,2607
492,a photo,a photo,7805
493,a photo,a photo,2126
494,a photo,a photo,8667
495,a photo,a photo,9614
496,a photo,a photo,8361
497,a photo,a photo,8729
498,a photo,a photo,8357
499,a photo,a photo,6625
500,a photo,a photo,8664
501,a photo,a photo,6222
502,a photo,a photo,2299
503,a photo,a photo,5361
504,a photo,a photo,3332
505,a photo,a photo,9819
506,a photo,a photo,9696
507,a photo,a photo,7583
508,a photo,a photo,8419
509,a photo,a photo,6781
510,a photo,a photo,9239
511,a photo,a photo,1740
512,a photo,a photo,5566
513,a photo,a photo,7485
514,a photo,a photo,2458
515,a photo,a photo,6570
516,a photo,a photo,8708
517,a photo,a photo,5403
518,a photo,a photo,8323
519,a photo,a photo,4674
520,a photo,a photo,9925
521,a photo,a photo,4438
522,a photo,a photo,7111
523,a photo,a photo,6294
524,a photo,a photo,6713
525,a photo,a photo,5907
526,a photo,a photo,3908
527,a photo,a photo,1695
528,a photo,a photo,8177
529,a photo,a photo,5154
530,a photo,a photo,3654
531,a photo,a photo,4066
532,a photo,a photo,9011
533,a photo,a photo,6474
534,a photo,a photo,8135
535,a photo,a photo,8027
536,a photo,a photo,9324
537,a photo,a photo,7149
538,a photo,a photo,5093
539,a photo,a photo,9721
540,a photo,a photo,4034
541,a photo,a photo,5344
542,a photo,a photo,5646
543,a photo,a photo,2598
544,a photo,a photo,6077
545,a photo,a photo,7522
546,a photo,a photo,4926
547,a photo,a photo,7740
548,a photo,a photo,6926
549,a photo,a photo,6890
550,a photo,a photo,1827
551,a photo,a photo,1107
552,a photo,a photo,1428
553,a photo,a photo,7655
554,a photo,a photo,9872
555,a photo,a photo,1698
556,a photo,a photo,4054
557,a photo,a photo,2817
558,a photo,a photo,8692
559,a photo,a photo,1472
560,a photo,a photo,1185
561,a photo,a photo,2239
562,a photo,a photo,2863
563,a photo,a photo,2555
564,a photo,a photo,9719
565,a photo,a photo,9146
566,a photo,a photo,5244
567,a photo,a photo,2614
568,a photo,a photo,9635
569,a photo,a photo,6017
570,a photo,a photo,9835
571,a photo,a photo,6531
572,a photo,a photo,6163
573,a photo,a photo,6774
574,a photo,a photo,3425
575,a photo,a photo,6881
576,a photo,a photo,6072
577,a photo,a photo,9168
578,a photo,a photo,8887
579,a photo,a photo,5195
580,a photo,a photo,9120
581,a photo,a photo,3588
582,a photo,a photo,3195
583,a photo,a photo,2679
584,a photo,a photo,7239
585,a photo,a photo,2807
586,a photo,a photo,7430
587,a photo,a photo,8013
588,a photo,a photo,1452
589,a photo,a photo,7384
590,a photo,a photo,6427
591,a photo,a photo,6018
592,a photo,a photo,4665
593,a photo,a photo,9962
594,a photo,a photo,9904
595,a photo,a photo,3556
596,a photo,a photo,1679
597,a photo,a photo,5525
598,a photo,a photo,3736
599,a photo,a photo,6233
600, , ,7218
601, , ,2000
602, , ,7167
603, , ,1323
604, , ,6339
605, , ,7200
606, , ,3111
607, , ,2224
608, , ,9047
609, , ,8694
610, , ,2448
611, , ,1558
612, , ,7912
613, , ,7784
614, , ,9526
615, , ,8845
616, , ,2705
617, , ,7250
618, , ,1488
619, , ,9270
620, , ,8548
621, , ,7904
622, , ,3515
623, , ,5580
624, , ,8755
625, , ,6995
626, , ,5053
627, , ,1674
628, , ,8936
629, , ,1952
630, , ,1253
631, , ,4339
632, , ,4434
633, , ,9514
634, , ,4128
635, , ,6179
636, , ,8671
637, , ,7752
638, , ,8498
639, , ,7143
640, , ,2448
641, , ,8521
642, , ,7776
643, , ,8237
644, , ,2072
645, , ,4027
646, , ,5187
647, , ,7168
648, , ,7019
649, , ,3190
650, , ,6142
651, , ,4739
652, , ,4584
653, , ,7762
654, , ,1605
655, , ,7244
656, , ,3455
657, , ,8825
658, , ,7356
659, , ,8399
660, , ,9759
661, , ,3270
662, , ,7015
663, , ,8784
664, , ,1119
665, , ,4832
666, , ,4778
667, , ,5065
668, , ,3290
669, , ,5498
670, , ,9855
671, , ,5915
672, , ,9810
673, , ,3829
674, , ,8411
675, , ,9085
676, , ,2101
677, , ,2660
678, , ,6100
679, , ,3992
680, , ,1992
681, , ,8926
682, , ,9349
683, , ,7223
684, , ,8778
685, , ,3991
686, , ,7119
687, , ,6397
688, , ,2383
689, , ,9553
690, , ,8862
691, , ,4148
692, , ,2552
693, , ,4608
694, , ,3223
695, , ,8336
696, , ,5268
697, , ,1436
698, , ,5880
699, , ,1681
700, , ,9798
701, , ,5841
702, , ,4926
703, , ,1827
704, , ,3818
705, , ,8495
706, , ,3320
707, , ,3859
708, , ,6175
709, , ,3037
710, , ,6550
711, , ,6678
712, , ,3332
713, , ,1912
714, , ,6251
715, , ,5973
716, , ,6533
717, , ,3871
718, , ,8100
719, , ,7140
720, , ,2287
721, , ,8991
722, , ,7925
723, , ,5459
724, , ,6408
725, , ,6647
726, , ,1068
727, , ,2747
728, , ,4854
729, , ,2557
730, , ,8670
731, , ,5105
732, , ,9437
733, , ,2831
734, , ,1554
735, , ,5381
736, , ,5416
737, , ,4011
738, , ,2366
739, , ,2463
740, , ,2090
741, , ,7753
742, , ,1395
743, , ,9452
744, , ,8286
745, , ,2321
746, , ,4406
747, , ,2696
748, , ,5115
749, , ,5972
750, , ,9965
751, , ,9579
752, , ,5845
753, , ,1561
754, , ,7980
755, , ,2242
756, , ,3833
757, , ,7984
758, , ,3114
759, , ,6080
760, , ,8117
761, , ,4249
762, , ,7522
763, , ,9544
764, , ,1451
765, , ,7218
766, , ,9585
767, , ,4506
768, , ,6081
769, , ,6841
770, , ,8745
771, , ,4731
772, , ,6200
773, , ,6872
774, , ,8303
775, , ,6931
776, , ,9858
777, , ,9595
778, , ,3610
779, , ,6849
780, , ,7572
781, , ,5735
782, , ,4932
783, , ,3581
784, , ,1220
785, , ,6430
786, , ,8339
787, , ,2146
788, , ,7588
789, , ,8838
790, , ,2502
791, , ,7111
792, , ,9047
793, , ,7530
794, , ,5037
795, , ,5698
796, , ,4344
797, , ,6535
798, , ,4244
799, , ,7398
